Course Title,Course Info,Course Rating,Course Duration,Course Level,Source
Intro to Language Models in Python,"Intro to Language Models in Python
Build the basic language models in Python.",Not applicable,4,Intermediate,CodeAcademy
Deep Learning with TensorFlow: Image Classification,"Deep Learning with TensorFlow: Image Classification
Classify image data with deep learning.",Not applicable,2,Intermediate,CodeAcademy
Deep Learning with TensorFlow: Classification,"Deep Learning with TensorFlow: Classification
Build deep learning models to classify data.",Not applicable,2,Intermediate,CodeAcademy
Intro to Deep Learning with TensorFlow,"Intro to Deep Learning with TensorFlow
Build basic deep learning models in TensorFlow.",Not applicable,4,Intermediate,CodeAcademy
Intro to ChatGPT,"Intro to ChatGPT
Learn about ChatGPT, one of the most advanced AI systems available today, and dive into the world of Generative AI.",Not applicable,2,Beginner,CodeAcademy
Learn Recommender Systems,"Learn Recommender Systems
Leverage machine learning to make recommendations with recommender systems.",Not applicable,1,Intermediate,CodeAcademy
Machine Learning: Perceptrons,"Machine Learning: Perceptrons
Level up your machine learning skills by learning how to build perceptrons: the foundations of neural networks.",Not applicable,1,Beginner,CodeAcademy
Analyze Taylor Swift Lyrics with Python Case Study,"Analyze Taylor Swift Lyrics with Python Case Study
Use sentiment analysis and natural language processing to analyze Taylor Swift's lyrics.",Not applicable,1,Beginner,CodeAcademy
Machine Learning and AI Fundamentals,"Machine Learning and AI Fundamentals
Learn the coding, data science, and math you need to get started as a Machine Learning or AI engineer.",Not applicable,Not applicable,Not applicable,CodeAcademy
Machine Learning/AI Engineer,"Machine Learning/AI Engineer
Machine Learning/AI Engineers build end-to-end ML applications and power many of the apps we use every day. They work in Python, Git, & ML.",Not applicable,Not applicable,Not applicable,CodeAcademy
Data Scientist: Natural Language Processing Specialist,"Data Scientist: Natural Language Processing Specialist
NLP Data Scientists find meaning in language, analyze text and speech, and create chatbots. They use Python, SQL, & NLP to answer questions.",Not applicable,Not applicable,Not applicable,CodeAcademy
Machine Learning: Artificial Intelligence Decision Making with Minimax,"Machine Learning: Artificial Intelligence Decision Making with Minimax
Teach computers how to make decisions and play games with the Minimax Algorithm!",Not applicable,2,Expert,CodeAcademy
Language Models in Python: Generative Text,"Language Models in Python: Generative Text
Learn how to generate and translate text using deep learning.",Not applicable,Not applicable,Not applicable,CodeAcademy
Build Deep Learning Models with TensorFlow,"Build Deep Learning Models with TensorFlow
Use TensorFlow to build and tune deep learning models.",Not applicable,Not applicable,Not applicable,CodeAcademy
Build Chatbots with Python,"Build Chatbots with Python
Build rules-based and generative AI chatbots with Python",Not applicable,Not applicable,Not applicable,CodeAcademy
Getting Started with Natural Language Processing,"Getting Started with Natural Language Processing
Humans communicate with language, but computers communicate with data. Discover how to translate between the two in this course.",Not applicable,Not applicable,Not applicable,CodeAcademy
Learn Python 3,"Learn Python 3
Learn the basics of Python 3, one of the most powerful, versatile, and in-demand programming languages today.",Not applicable,Not applicable,Not applicable,CodeAcademy
Intro to Machine Learning,"Intro to Machine Learning
Explore linear regression, multiple linear regression, classification, and more in this introduction to the basics of Machine Learning.",Not applicable,Not applicable,Not applicable,CodeAcademy
Learn to Program Alexa,"Learn to Program Alexa
Learn how to build and host Alexa Skills that respond to users’ vocal commands.",Not applicable,2,Beginner,CodeAcademy
Learn Conversational Design with Alexa,"Learn Conversational Design with Alexa
Learn how to use advanced techniques like entity resolution and dialog management to build more conversational Alexa skills.",Not applicable,3,Intermediate,CodeAcademy
Business Intelligence Data Analyst,"Business Intelligence Data Analyst
BI Data Analysts use Python and SQL to query, analyze, and visualize data — and Tableau and Excel to communicate findings.",Not applicable,Not applicable,Not applicable,CodeAcademy
Build a Machine Learning Model with Python,"Build a Machine Learning Model with Python
Learn to build machine learning models with Python.",Not applicable,Not applicable,Not applicable,CodeAcademy
Analyze Financial Data with Python,"Analyze Financial Data with Python
Level up in financial analytics by learning Python to process, analyze, and visualize financial data.",Not applicable,Not applicable,Not applicable,CodeAcademy
Build Chatbots with Python,"Build Chatbots with Python
Build rules-based and generative AI chatbots with Python",Not applicable,Not applicable,Not applicable,CodeAcademy
Build Python Web Apps with Flask,"Build Python Web Apps with Flask
Learn how to code in Python, design and access databases, create interactive web applications, and share your apps with the world.",Not applicable,Not applicable,Not applicable,CodeAcademy
Build Deep Learning Models with TensorFlow,"Build Deep Learning Models with TensorFlow
Use TensorFlow to build and tune deep learning models.",Not applicable,Not applicable,Not applicable,CodeAcademy
Master Statistics with Python,"Master Statistics with Python
Learn the statistics behind data science, from summary statistics to regression models.",Not applicable,Not applicable,Not applicable,CodeAcademy
Pass the Technical Interview with Python,"Pass the Technical Interview with Python
Learn about the computer science concepts of data structures and algorithms and build implementations of each from scratch in modern Python.",Not applicable,Not applicable,Not applicable,CodeAcademy
Apply Natural Language Processing with Python,"Apply Natural Language Processing with Python
Learn Python for Natural Language Processing, the field behind chatbots, search engines, and autocorrect.",Not applicable,Not applicable,Not applicable,CodeAcademy
Build Python Web Apps with Django,"Build Python Web Apps with Django
Django is an open-source Python web development framework that allows you to quickly create web apps using the plethora of tools provided.",Not applicable,Not applicable,Not applicable,CodeAcademy
Data Analyst Interview Preparation,"Data Analyst Interview Preparation
Prepare for data analyst interviews from job postings to technical interviews.",Not applicable,Not applicable,Not applicable,CodeAcademy
Data Scientist Interview Preparation,"Data Scientist Interview Preparation
Prepare for the data science interview process, from navigating job postings to passing the technical interview.",Not applicable,Not applicable,Not applicable,CodeAcademy
Fundamental Math for Data Science,"Fundamental Math for Data Science
Build the mathematical skills you need to work in data science.",Not applicable,Not applicable,Not applicable,CodeAcademy
Feature Engineering,"Feature Engineering
Machine learning is only as good as its training data. Learn how to process data properly before training your models.",Not applicable,Not applicable,Not applicable,CodeAcademy
Software Engineering for Data Scientists,"Software Engineering for Data Scientists
Data Scientists often work with engineering teams. Learn the software engineering skills you need to bridge the gap between data science and",Not applicable,Not applicable,Not applicable,CodeAcademy
Intermediate Machine Learning,"Intermediate Machine Learning
Level up your machine learning skills with tuning methods, advanced models, and dimensionality reduction.",Not applicable,Not applicable,Not applicable,CodeAcademy
Learn Machine Learning,"Learn Machine Learning
Learn the basics of machine learning to train your own models.",Not applicable,Not applicable,Not applicable,CodeAcademy
Learn Python for Data Science,"Learn Python for Data Science
Get started with Python for Data Science in this beginner-friendly skill path.",Not applicable,Not applicable,Not applicable,CodeAcademy
Machine Learning and AI Fundamentals,"Machine Learning and AI Fundamentals
Learn the coding, data science, and math you need to get started as a Machine Learning or AI engineer.",Not applicable,Not applicable,Not applicable,CodeAcademy
Visualize Data with Python,"Visualize Data with Python
Learn to make effective data visualizations in Python with Matplotlib and Seaborn.",Not applicable,Not applicable,Not applicable,CodeAcademy
Analyze Data with Python,"Analyze Data with Python
Learn to analyze and visualize data using Python and statistics.",Not applicable,Not applicable,Not applicable,CodeAcademy
Learn Python 3,"Learn Python 3
Learn the basics of Python 3, one of the most powerful, versatile, and in-demand programming languages today.",Not applicable,Not applicable,Not applicable,CodeAcademy
Learn Python 2,"Learn Python 2
Learn the basics of the world's fastest growing and most popular programming language used by software engineers, analysts, data scientists, and machine learning engineers alike.",Not applicable,17,Beginner,CodeAcademy
Getting Started with Python for Data Science,"Getting Started with Python for Data Science
Work hands-on with real datasets while learning Python for data science.",Not applicable,7,Beginner,CodeAcademy
Learn Intermediate Python 3,"Learn Intermediate Python 3
Learn Intermediate Python 3 and practice leveraging Python’s unique features to build powerful, sophisticated applications.",Not applicable,Not applicable,Not applicable,CodeAcademy
Python for Programmers,"Python for Programmers
An introduction to the basic syntax and fundamentals of Python for experienced programmers.",Not applicable,3,Intermediate,CodeAcademy
Learn Intermediate Python 3: Object-Oriented Programming,"Learn Intermediate Python 3: Object-Oriented Programming
Learn how to utilize one of the most popular programming paradigms - Object-Oriented Programming.",Not applicable,2,Intermediate,CodeAcademy
Intro to Machine Learning,"Intro to Machine Learning
Explore linear regression, multiple linear regression, classification, and more in this introduction to the basics of Machine Learning.",Not applicable,Not applicable,Not applicable,CodeAcademy
Learn Data Structures and Algorithms with Python,"Learn Data Structures and Algorithms with Python
Learn what data structures and algorithms are, why they are useful, and how you can use them effectively in Python.",Not applicable,Not applicable,Not applicable,CodeAcademy
Learn Data Analysis with Pandas,"Learn Data Analysis with Pandas
Learn the basics of Pandas, an industry standard Python library that provides tools for data manipulation and analysis.",Not applicable,Not applicable,Not applicable,CodeAcademy
Machine Learning: Introduction with Regression,"Machine Learning: Introduction with Regression
Get started with machine learning and learn how to build, implement, and evaluate linear regression models.",Not applicable,3,Beginner,CodeAcademy
Intro to Data Visualization with Python,"Intro to Data Visualization with Python
Learn how to use Matplotlib to clarify your data with meaningful charts and other data visualizations.",Not applicable,3,Beginner,CodeAcademy
Learn Web Scraping with Beautiful Soup,"Learn Web Scraping with Beautiful Soup
Can't download the data you need? Learn how to pull data right from the page by web scraping with the Python library Beautiful Soup.",Not applicable,Not applicable,Not applicable,CodeAcademy
Intro to PyTorch and Neural Networks,"Intro to PyTorch and Neural Networks
Learn how to use PyTorch to build, train, and test artificial neural networks in this course.",Not applicable,2,Intermediate,CodeAcademy
Introduction to Big Data with PySpark,"Introduction to Big Data with PySpark
See how big data is used across different industries and learn how to work with big data using PySpark!",Not applicable,4,Beginner,CodeAcademy
Discrete Math,"Discrete Math
Explore set operations, proofs, recursion, and more in this introduction to discrete math — the math of computer science!",Not applicable,5,Intermediate,CodeAcademy
Python for Data Science: Working with Data,"Python for Data Science: Working with Data
Learn loops, control flow, and functions while working hands-on to merge, aggregate, and analyze real-world datasets.",Not applicable,8,Beginner,CodeAcademy
Intro to Language Models in Python,"Intro to Language Models in Python
Build the basic language models in Python.",Not applicable,4,Intermediate,CodeAcademy
Build Connect Four Using Python,"Build Connect Four Using Python
Put your Python knowledge to the test by creating a fully interactive Connect Four game!",Not applicable,1,Beginner,CodeAcademy
Learn Advanced Python 3,"Learn Advanced Python 3
Learn the basics of functional programming, concurrent programming, deployment, and more in this advanced Python course.",Not applicable,Not applicable,Not applicable,CodeAcademy
Getting Started with Natural Language Processing,"Getting Started with Natural Language Processing
Humans communicate with language, but computers communicate with data. Discover how to translate between the two in this course.",Not applicable,Not applicable,Not applicable,CodeAcademy
How to Clean Data with Python,"How to Clean Data with Python
Learn the basics of regular expressions and how to pull and clean data from the web with Python.",Not applicable,Not applicable,Not applicable,CodeAcademy
Learn Intermediate Python 3: Exceptions and Unit Testing,"Learn Intermediate Python 3: Exceptions and Unit Testing
Learn to maintain a healthy codebase by creating unit tests using Python's built-in `unittest` framework.",Not applicable,3,Intermediate,CodeAcademy
Learn Flask: Fundamentals,"Learn Flask: Fundamentals
Build your first Flask app, a web framework that allows you to build fully-featured web applications using Python.",Not applicable,2,Intermediate,CodeAcademy
"Learn Intermediate Python 3: Functions, Namespaces, and Scope","Learn Intermediate Python 3: Functions, Namespaces, and Scope
Dive deeper into the unique ways to utilize functions to create cleaner and more efficient software.",Not applicable,4,Intermediate,CodeAcademy
Intro to Deep Learning with TensorFlow,"Intro to Deep Learning with TensorFlow
Build basic deep learning models in TensorFlow.",Not applicable,4,Intermediate,CodeAcademy
Probability,"Probability
Learn the fundamentals of probability and how to quantify and visualize uncertainty.",Not applicable,4,Beginner,CodeAcademy
Learn Statistics with NumPy,"Learn Statistics with NumPy
Learn about NumPy, a Python library used to store arrays of numbers, organize large amounts of data, and perform statistical calculations.",Not applicable,Not applicable,Not applicable,CodeAcademy
Analyze Taylor Swift Lyrics with Python Case Study,"Analyze Taylor Swift Lyrics with Python Case Study
Use sentiment analysis and natural language processing to analyze Taylor Swift's lyrics.",Not applicable,1,Beginner,CodeAcademy
Learn Raspberry Pi,"Learn Raspberry Pi
Learn the basics of Raspberry Pi, the world-famous credit card sized computer, and the Linux operating system.",Not applicable,2,Beginner,CodeAcademy
Learn Flask,"Learn Flask
Learn how to create fully-featured, interactive web applications with Flask, the Python framework.",Not applicable,Not applicable,Not applicable,CodeAcademy
Linear Algebra,"Linear Algebra
Learn about linear algebra and how to perform operations with matrices and vectors.",Not applicable,1,Beginner,CodeAcademy
Machine Learning: Artificial Intelligence Decision Making with Minimax,"Machine Learning: Artificial Intelligence Decision Making with Minimax
Teach computers how to make decisions and play games with the Minimax Algorithm!",Not applicable,2,Expert,CodeAcademy
Machine Learning: Perceptrons,"Machine Learning: Perceptrons
Level up your machine learning skills by learning how to build perceptrons: the foundations of neural networks.",Not applicable,1,Beginner,CodeAcademy
Linear Regression in Python,"Linear Regression in Python
Learn how to fit, interpret, and compare linear regression models in Python.",Not applicable,6,Intermediate,CodeAcademy
Learn Raspberry Pi: Electronics,"Learn Raspberry Pi: Electronics
Blend hardware and software with digital electronics and Raspberry Pi.",Not applicable,1,Beginner,CodeAcademy
Learn the Basics of Blockchain with Python,"Learn the Basics of Blockchain with Python
Learn beginner blockchain concepts and create your own mini blockchain using Python 3 code.",Not applicable,Not applicable,Not applicable,CodeAcademy
Data Visualization with Python: Visual Arguments,"Data Visualization with Python: Visual Arguments
Learn good design principles for telling a visual story with data using Matplotlib.",Not applicable,1,Beginner,CodeAcademy
Learn Statistics with Python,"Learn Statistics with Python
Learn how to calculate and interpret several descriptive statistics using the Python library NumPy.",Not applicable,Not applicable,Not applicable,CodeAcademy
Learn Flask: Jinja2 Templates and Forms,"Learn Flask: Jinja2 Templates and Forms
Inject Python into HTML using templates and collect user data with forms.",Not applicable,4,Intermediate,CodeAcademy
Machine Learning: Random Forests & Decision Trees,"Machine Learning: Random Forests & Decision Trees
Learn how to build decision trees and then build those trees into random forests.",Not applicable,3,Beginner,CodeAcademy
Analyze NFL Stats with Python Case Study,"Analyze NFL Stats with Python Case Study
Use NFL team statistics to model game winners and discover the most important team-level stats",Not applicable,1,Beginner,CodeAcademy
Machine Learning: K-Nearest Neighbors,"Machine Learning: K-Nearest Neighbors
Sharpen your machine learning skills by learning how to prepare, implement, and assess the K-Nearest Neighbors algorithm.",Not applicable,2,Beginner,CodeAcademy
Data Visualization with Python: Seaborn,"Data Visualization with Python: Seaborn
Turn pandas DataFrames into publication-ready visualizations using Seaborn.",Not applicable,2,Beginner,CodeAcademy
Exploratory Data Analysis in Python,"Exploratory Data Analysis in Python
Learn how to use exploratory data analysis (EDA) techniques in Python to evaluate, summarize, and visualize your data.",Not applicable,Not applicable,Not applicable,CodeAcademy
Getting Started Off-Platform for Data Science,"Getting Started Off-Platform for Data Science
Learn how to setup Jupyter Notebooks and PostGRESQL and run data science projects on your own computer locally!",Not applicable,1,Beginner,CodeAcademy
Learn Intermediate Python 3: Iterators and Generators,"Learn Intermediate Python 3: Iterators and Generators
Learn how to create and implement your own iterators and generators in Python.",Not applicable,4,Intermediate,CodeAcademy
Technical Interview Practice with Python,"Technical Interview Practice with Python
Hone your coding skills by practicing with industry standard technical interview problems!",Not applicable,Not applicable,Not applicable,CodeAcademy
Language Models in Python: Generative Chatbots,"Language Models in Python: Generative Chatbots
Build chatbots in Python using deep learning.",Not applicable,1,Intermediate,CodeAcademy
Differential Calculus,"Differential Calculus
Learn about calculus, including how to analyze functions using limits and derivatives.",Not applicable,1,Beginner,CodeAcademy
Learn Raspberry Pi: Command Line,"Learn Raspberry Pi: Command Line
Use the command line to discover more about the Linux operating system and the Raspberry Pi.",Not applicable,1,Beginner,CodeAcademy
Language Models in Python: Basic Chatbots,"Language Models in Python: Basic Chatbots
Build rules- and retrieval-based chatbots in Python.",Not applicable,5,Intermediate,CodeAcademy
Discrete Math: Binary and Bases,"Discrete Math: Binary and Bases
Learn about binary, octal, decimal, and hexadecimal bases and how to conduct conversions to and from each one.",Not applicable,1,Beginner,CodeAcademy
Deep Learning with TensorFlow: Image Classification,"Deep Learning with TensorFlow: Image Classification
Classify image data with deep learning.",Not applicable,2,Intermediate,CodeAcademy
Language Models in Python: Generative Text,"Language Models in Python: Generative Text
Learn how to generate and translate text using deep learning.",Not applicable,Not applicable,Not applicable,CodeAcademy
Learn Recursion with Python,"Learn Recursion with Python
Recursion gives you a new perspective on problem-solving by defining a problem in terms of itself.",Not applicable,Not applicable,Not applicable,CodeAcademy
Machine Learning: Logistic Regression,"Machine Learning: Logistic Regression
Predict the probability that a datapoint belongs to a given class with Logistic Regression.",Not applicable,3,Beginner,CodeAcademy
Learn Advanced Python 3: Database Operations,"Learn Advanced Python 3: Database Operations
Learn how to perform database operations in Python using the sqlite3 module.",Not applicable,1,Expert,CodeAcademy
Machine Learning: Clustering with K-Means,"Machine Learning: Clustering with K-Means
Level up your machine learning skills by using unsupervised learning to find patterns hidden in data.",Not applicable,2,Beginner,CodeAcademy
Learn Advanced Python 3: Functional Programming,"Learn Advanced Python 3: Functional Programming
Learn how to use functional programming to create clean, efficient programs.",Not applicable,2,Expert,CodeAcademy
Learn Raspberry Pi: Introduction,"Learn Raspberry Pi: Introduction
Dive into Raspberry Pi and get to know the power of this credit card-sized computer.",Not applicable,1,Beginner,CodeAcademy
Learn Flask: Databases,"Learn Flask: Databases
Create persistent Flask apps by learning how to set up a database and create, read, update, and delete data in the database.",Not applicable,3,Intermediate,CodeAcademy
Learn Advanced Python 3: Concurrency,"Learn Advanced Python 3: Concurrency
Learn how to use concurrent programming to implement code more efficiently.",Not applicable,1,Expert,CodeAcademy
Learn Intermediate Python 3: Sets and Specialized Collections,"Learn Intermediate Python 3: Sets and Specialized Collections
Learn how to create more dynamic and efficient programs with specialized Python collections and set operations.",Not applicable,4,Intermediate,CodeAcademy
Build a Machine Learning Pipeline,"Build a Machine Learning Pipeline
Learn how to build machine pipelines that automate your workflow and keep everything consistent.",Not applicable,1,Intermediate,CodeAcademy
Learn Advanced Algorithms and Data Structures with Python,"Learn Advanced Algorithms and Data Structures with Python
Learn advanced algorithms and data structures to improve your developer skills!",Not applicable,Not applicable,Not applicable,CodeAcademy
Discrete Math: Proofs,"Discrete Math: Proofs
Learn how to verify theorems and dive into induction, strong induction, and other types of proofs.",Not applicable,1,Beginner,CodeAcademy
Learn Advanced Python 3: Logging,"Learn Advanced Python 3: Logging
Learn how to use logs in Python to help debug and track your software.",Not applicable,1,Expert,CodeAcademy
Linear Data Structures,"Linear Data Structures
Learn about virtualization of computer memory by building the fundamental data structures of computer science: lists, stacks, and queues.",Not applicable,Not applicable,Not applicable,CodeAcademy
Deep Learning with TensorFlow: Classification,"Deep Learning with TensorFlow: Classification
Build deep learning models to classify data.",Not applicable,2,Intermediate,CodeAcademy
Text Preprocessing,"Text Preprocessing
Learn to clean text with Python 3 using regular expressions (regex) and NLTK.",Not applicable,Not applicable,Not applicable,CodeAcademy
Learn Sorting Algorithms with Python,"Learn Sorting Algorithms with Python
Learn about the usefulness and efficiency of computational sorting by implementing different sorting algorithms yourself.",Not applicable,Not applicable,Not applicable,CodeAcademy
Learn Intermediate Python 3: Resource Management,"Learn Intermediate Python 3: Resource Management
Learn how to harness the power of Python context managers to make your programs more efficient and secure.",Not applicable,1,Intermediate,CodeAcademy
Language Parsing,"Language Parsing
Apply regular expressions (regex) and other natural language parsing tactics to find meaning and insights in the texts you read every day.",Not applicable,Not applicable,Not applicable,CodeAcademy
Learn Flask: Accounts and Authentication,"Learn Flask: Accounts and Authentication
Add personalization and security to Flask apps with accounts and authentication.",Not applicable,2,Intermediate,CodeAcademy
Learn Complex Data Structures,"Learn Complex Data Structures
Discover and design new data structures that follow abstract rule-based systems by building out graphs, hash-maps, and heaps.",Not applicable,Not applicable,Not applicable,CodeAcademy
Hypothesis Testing with Python,"Hypothesis Testing with Python
Learn how to plan, implement, and interpret different kinds of hypothesis tests in Python.",Not applicable,Not applicable,Not applicable,CodeAcademy
Discrete Math: Sets and Set Operations,"Discrete Math: Sets and Set Operations
Learn about sets and set operations and their relevance to computer science.",Not applicable,1,Beginner,CodeAcademy
Analyze Traffic Safety Data with Python Case Study,"Analyze Traffic Safety Data with Python Case Study
Create data visualizations of traffic data from the last two decades and model the relationship between smartphones and collision rates.",Not applicable,1,Beginner,CodeAcademy
Prompt Engineering for Analytics,"Prompt Engineering for Analytics
Ready to tap into AI prompt engineering for data analytics? Learn how to use APIs to turn OpenAI's GPT model into your own personal analytics assistant.",Not applicable,1,Intermediate,CodeAcademy
Learn Advanced Data Structures with Python: Trees,"Learn Advanced Data Structures with Python: Trees
Learn how to use tries and binary indexed trees for efficient search implementations.",Not applicable,1,Expert,CodeAcademy
Discrete Math: Recurrence Relations,"Discrete Math: Recurrence Relations
Learn about recurrence relations and dive deeper into recursion and dynamic programming.",Not applicable,1,Beginner,CodeAcademy
Discrete Math: Sequences and Summations,"Discrete Math: Sequences and Summations
Learn about sequences and summations and their relevance in computer science.",Not applicable,1,Beginner,CodeAcademy
Discrete Math: Permutations and Combinations,"Discrete Math: Permutations and Combinations
Learn about permutations and combinations and their relevance to computer science.",Not applicable,1,Beginner,CodeAcademy
Discrete Math: Counting Theory,"Discrete Math: Counting Theory
Learn about counting theory and its relevance to computer science, and dive into the pigeonhole principle.",Not applicable,1,Beginner,CodeAcademy
Ensemble Methods in Machine Learning,"Ensemble Methods in Machine Learning
Explore bagging, boosting, stacking, and more in this introduction to ensemble methods in machine learning.",Not applicable,2,Intermediate,CodeAcademy
Discrete Math: Congruences,"Discrete Math: Congruences
Learn about congruences, the procedures for solving them, and their relevance to cryptography.",Not applicable,1,Beginner,CodeAcademy
How to Implement Search Algorithms with Python,"How to Implement Search Algorithms with Python
Finding the data you are looking for in a data set is an important skill: get started with two common approaches.",Not applicable,Not applicable,Not applicable,CodeAcademy
Learn Recommender Systems,"Learn Recommender Systems
Leverage machine learning to make recommendations with recommender systems.",Not applicable,1,Intermediate,CodeAcademy
Intro to Regularization with Python,"Intro to Regularization with Python
Improve machine learning performance with regularization.",Not applicable,2,Intermediate,CodeAcademy
Learn Advanced Algorithms with Python: String Searching Algorithms,"Learn Advanced Algorithms with Python: String Searching Algorithms
Learn about two powerful string searching methodologies: the Rabin-Karp algorithm and the Knuth-Morris-Pratt algorithm.",Not applicable,3,Expert,CodeAcademy
Learn Hardware Programming with CircuitPython,"Learn Hardware Programming with CircuitPython
Learn how to code for various electronic devices in this introduction to hardware programming with CircuitPython.",Not applicable,Not applicable,Not applicable,CodeAcademy
Learn Advanced Data Structures with Python: Deques,"Learn Advanced Data Structures with Python: Deques
Learn how to leverage the power of double-ended queues (deques) in Python.",Not applicable,1,Expert,CodeAcademy
Learn Advanced Algorithms with Python: Hamiltonian Algorithms,"Learn Advanced Algorithms with Python: Hamiltonian Algorithms
Learn about Hamiltonian paths and cycles and how to find both in Python.",Not applicable,1,Expert,CodeAcademy
Intro to Hyperparameter Tuning with Python,"Intro to Hyperparameter Tuning with Python
Improve machine learning models with hyperparameter tuning.",Not applicable,1,Intermediate,CodeAcademy
Front-End Engineer,"Front-End Engineer
Front-end engineers work closely with designers to make websites beautiful, functional, and fast.",Not applicable,Not applicable,Not applicable,CodeAcademy
"Build a Website with HTML, CSS, and GitHub Pages","Build a Website with HTML, CSS, and GitHub Pages
Learn the basics of web development to build your own website.",Not applicable,Not applicable,Not applicable,CodeAcademy
