Course Title,Course Info,Course Rating,Course Duration,Course Level,Source,Course Info Translate,Course Title Translate
Inspired Leadership Specialization,"Not specified Appreciative Inquiry, Negotiation, Leadership, Emotional Intelligence, Coaching Inspiring Leadership through Emotional Intelligence, Women in Leadership: Inspiring Positive Change, Conversations That Inspire: Coaching Learning, Leadership and Change, Leading Positive Change through Appreciative Inquiry, Be a Leader, Develop a Leader Personal Development",4.8,80.0,Intermediate,Coursera,The text is already in English.,Inspired Leadership Specialization
Collaboration For Everyone Specialization,"Not specified Soft skills, Professional Skills Problem-Solving, Positive Thinking and Thriving, Public Speaking and Presentations , Decision-Making Personal Development",0.0,40.0,Beginner,Coursera,"Not specified Soft skills, Professional Skills Problem-Solving, Positive Thinking and Thriving, Public Speaking and Presentations , Decision-Making Personal Development",Collaboration For Everyone Specialization
Create Personas to Represent Targeted Users in Miro,"Understand the fundamentals of Customer Personas and how they fit within the realms of User Interface (UI) design and User Experience (UX) design. Describe uses cases and ensure inclusiveness and diversity in customer personas. Create a Customer Persona and consider the next steps in Miro.  Mining Insights from Customer Data, User Experience (UX), Customer Persona Development, Understanding Targeted Users, Customer Journey Mapping Learn step-by-step Personal Development",4.4,2.0,Beginner,Coursera,"Understand the fundamentals of Customer Personas and how they fit within the realms of User Interface (UI) design and User Experience (UX) design. Describe uses cases and ensure inclusiveness and diversity in customer personas. Create a Customer Persona and consider the next steps in Miro.  Mining Insights from Customer Data, User Experience (UX), Customer Persona Development, Understanding Targeted Users, Customer Journey Mapping Learn step-by-step Personal Development",Create Personas to Represent Targeted Users in Miro
Human Resources Analytics,"Not specified Data Analysis, HR Lifecycle, Strategic Mindset, Human Resources Best Practices HR Metrics Life Cycle , Staffing, Training and Compensation, Employee Relations and the Overall Human Resources Organization, Building Your Case and Creating Action Personal Development",4.6,5.0,Not applicable,Coursera,"Not specified Data Analysis, HR Lifecycle, Strategic Mindset, Human Resources Best Practices HR Metrics Life Cycle , Staffing, Training and Compensation, Employee Relations and the Overall Human Resources Organization, Building Your Case and Creating Action Personal Development",Human Resources Analytics
Learn JavaScript,"The basics of the JavaScript programming language, like variables, data types, functions, loops, conditionals, and more.How to use JavaScript to build real-world web appsHow to use professional software development tools for coding, collaboration, and deployment  Computer Programming, javascript syntax, Web Development, JavaScript, Front-End Web Development Build Your First Web App, Build a Game, Build a Browser Extension, Build a Mobile App Personal Development",4.8,10.0,Beginner,Coursera,"The basics of the JavaScript programming language, like variables, data types, functions, loops, conditionals, and more.How to use JavaScript to build real-world web appsHow to use professional software development tools for coding, collaboration, and deployment  Computer Programming, javascript syntax, Web Development, JavaScript, Front-End Web Development Build Your First Web App, Build a Game, Build a Browser Extension, Build a Mobile App Personal Development",Learn JavaScript
Training and Learning Online,"Develop effective online learning strategies that work for you, and produce useful and reflective notes. Contribute meaningfully to online learning discussions.Develop the skills to lead productive collaborative work online.Explore research tools and approaches to find and evaluate online information. Critical Thinking, Online Research, online collaboration, study skills, online communications Week 1: Being an effective online learner, Week 2: Communicating and collaborating online, Week 3: Researching online Personal Development",4.7,4.0,Beginner,Coursera,"Develop effective online learning strategies that work for you, and produce useful and reflective notes. Contribute meaningfully to online learning discussions.Develop the skills to lead productive collaborative work online.Explore research tools and approaches to find and evaluate online information. Critical Thinking, Online Research, online collaboration, study skills, online communications Week 1: Being an effective online learner, Week 2: Communicating and collaborating online, Week 3: Researching online Personal Development",Training and Learning Online
Introduction to Creative Thinking: Tools for Success,"Not specified Not specified Week 1, Week 2, Week 3, Week 4, Week 5, Week 6 Personal Development",4.9,12.0,Beginner,Coursera,"Not specified Not specified Week 1, Week 2, Week 3, Week 4, Week 5, Week 6 Personal Development",Introduction to Creative Thinking: Tools for Success
Groundwork for Success in Sales Development,"Confidently articulate the purpose and power of the SDR role in the tech industryEffectively select strategies and tools for developing a winning professional mindsetJustify strategies for time management and prioritization that yield results in your personal and professional lifeCompose plans for taking responsibility for your physical, mental, emotional, and spiritual well-being within personal and professional relationships Sales, Time management, Sales Development, teamwork Break into the World of Tech Sales, Adopt the Winning Professional Mindset, Crush Goals through Time Management and Prioritization, Collaborate in a Top-Performing Team Personal Development",4.5,20.0,Beginner,Coursera,"Confidently articulate the purpose and power of the SDR role in the tech industryEffectively select strategies and tools for developing a winning professional mindsetJustify strategies for time management and prioritization that yield results in your personal and professional lifeCompose plans for taking responsibility for your physical, mental, emotional, and spiritual well-being within personal and professional relationships Sales, Time management, Sales Development, teamwork Break into the World of Tech Sales, Adopt the Winning Professional Mindset, Crush Goals through Time Management and Prioritization, Collaborate in a Top-Performing Team Personal Development",Groundwork for Success in Sales Development
Job Success: Get Hired or Promoted in 3 Steps,"Not specified Infographics, Professional Development, Elevator Pitch, Social Media Step 1: Upgrading Your Social Media Profile, Step 2: Create an Infographic Resume - Get Noticed!, Step 3: Your Professional Pitch Personal Development",4.5,4.0,Beginner,Coursera,The text is already in English.,Job Success: Get Hired or Promoted in 3 Steps
International Business Essentials Specialization,"Build the essential business, academic and cultural skills necessary to succeed in international business.Practice a variety of ways to present data, probability and statistical estimation.Learn the essential mathematics required to succeed in international business, including equations and functions.Explore the international business environment in which organisations function, learning about core analysis methods such as PESTLE and SWOT. Delegation, Business Plan, Pest Analysis, Statistical Hypothesis Testing Professional Skills for International Business, Management Skills for International Business, Quantitative Foundations for International Business, Statistics for International Business, International Business Environment, International Business Capstone Personal Development",4.5,80.0,Intermediate,Coursera,"Build the essential business, academic and cultural skills necessary to succeed in international business.Practice a variety of ways to present data, probability and statistical estimation.Learn the essential mathematics required to succeed in international business, including equations and functions.Explore the international business environment in which organisations function, learning about core analysis methods such as PESTLE and SWOT. Delegation, Business Plan, Pest Analysis, Statistical Hypothesis Testing Professional Skills for International Business, Management Skills for International Business, Quantitative Foundations for International Business, Statistics for International Business, International Business Environment, International Business Capstone Personal Development",International Business Essentials Specialization
Aprendiendo a aprender: Poderosas herramientas mentales con las que podrás dominar temas difíciles (Learning How to Learn),"Not specified Professional Development, Learning To Learn, Organizing (Management), Pomodoro Technique, Meta Learning ¿Qué es el aprendizaje?, Fragmentación, Procrastinación y memoria, Renacimiento del aprendizaje y cómo liberar tu potencial, Más exploración y recursos Personal Development",4.9,19.0,Beginner,Coursera,"Professional Development, Learning To Learn, Organizing (Management), Pomodoro Technique, Meta Learning What is learning?, Fragmentation, Procrastination and memory, Renaissance of learning and how to unlock your potential, More exploration and resources Personal Development",Learning to learn: Powerful mental tools with which you can master difficult subjects.
Building Your Leadership Skills,"Not specified Confidence, Communication, Leadership, Human Resources (HR) Your inspirational leadership journey, Introspection to grow your self-awareness and sensibility, The Duo, learning to manage quality relationships Personal Development",4.6,17.0,Not applicable,Coursera,"Not specified Confidence, Communication, Leadership, Human Resources (HR) Your inspirational leadership journey, Introspection to grow your self-awareness and sensibility, The Duo, learning to manage quality relationships Personal Development",Building Your Leadership Skills
Inspiring Leadership through Emotional Intelligence,"Not specified Mindfulness, Leadership, Emotional Intelligence, Coaching Week 1: Resonant Leadership and the Neuroscience Behind It, Week 2: Renewal As an Antidote to Chronic Stress, Week 3: Emotional Intelligence and Its Link to Leadership, Week 4: Inspiring and Motivating Sustained Development, Growth and Learning, Week 5: Coaching with Compassion to Inspire Sustained Learning and Development & Peer Coaching: With a Little Help from my Friends , Week 6: Inspiring Change through Hope and Vision – Discovery #1 in ICT, Week 7: The Multilevel Nature of Sustained, Desired Change, Week 8: The Real Self and Learning Agenda – Discoveries #2, 3, 4 in ICT Personal Development",4.7,19.0,Beginner,Coursera,"Not specified Mindfulness, Leadership, Emotional Intelligence, Coaching Week 1: Resonant Leadership and the Neuroscience Behind It, Week 2: Renewal As an Antidote to Chronic Stress, Week 3: Emotional Intelligence and Its Link to Leadership, Week 4: Inspiring and Motivating Sustained Development, Growth and Learning, Week 5: Coaching with Compassion to Inspire Sustained Learning and Development & Peer Coaching: With a Little Help from my Friends , Week 6: Inspiring Change through Hope and Vision – Discovery #1 in ICT, Week 7: The Multilevel Nature of Sustained, Desired Change, Week 8: The Real Self and Learning Agenda – Discoveries #2, 3, 4 in ICT Personal Development",Inspiring Leadership through Emotional Intelligence
"Organizational Leadership in Diversity, Equity & Inclusion Specialization","Not specified DEI Strategy, Leadership And Management, DEI Program Assessment, Workplace Inclusion, DEI Strategic Planning Defining Diversity, Equity and Inclusion in Organizations, Key Concepts in Organizational DE&I, Best Practices in Planning DE&I Interventions, Assessing Cultural Climate Personal Development",4.8,24.0,Intermediate,Coursera,"Not specified DEI Strategy, Leadership And Management, DEI Program Assessment, Workplace Inclusion, DEI Strategic Planning Defining Diversity, Equity and Inclusion in Organizations, Key Concepts in Organizational DE&I, Best Practices in Planning DE&I Interventions, Assessing Cultural Climate Personal Development","Organizational Leadership in Diversity, Equity & Inclusion Specialization"
De-Mystifying Mindfulness,"Understand popular conceptions and misconceptions about MindfulnessInterpret your own experiences of Mindfulness practicesEvaluate the social and political significance of MindfulnessCompare different psychological and therapeutic approaches to mindfulness   Philosophy, Mindfulness, Meditation, Positive Psychology, Ethics Welcome to the course, Introduction to Mindfulness, Psychology of/& Mindfulness, Philosophy of/& Mindfulness, Politics of/& Mindfulness, Extra 2021: Mindfulness, Trauma and Social Justice, Extra 2021: Mindfulness and Nature & Land, Mindfulness into the Future, Honours Project Personal Development",4.8,43.0,Beginner,Coursera,"Understand popular conceptions and misconceptions about MindfulnessInterpret your own experiences of Mindfulness practicesEvaluate the social and political significance of MindfulnessCompare different psychological and therapeutic approaches to mindfulness   Philosophy, Mindfulness, Meditation, Positive Psychology, Ethics Welcome to the course, Introduction to Mindfulness, Psychology of/& Mindfulness, Philosophy of/& Mindfulness, Politics of/& Mindfulness, Extra 2021: Mindfulness, Trauma and Social Justice, Extra 2021: Mindfulness and Nature & Land, Mindfulness into the Future, Honours Project Personal Development",De-Mystifying Mindfulness
Organizational Analysis ,"Not specified Management, Organizational Theory, Organizational Analysis, Organizational Culture Module 1 - Introduction  , Module 2 - Decisions by Rational and Rule-based Procedures, Module 3 - Decisions by Dominant Coalitions, Module 4 - Organized Anarchy, Module 5 - Organizational Learning, Module 6 - Organizational Culture, Module 7 - Resource Dependency Theory, Module 8 - Networks, Module 9 - Institutional Theory, Module 10 - Population Ecology and Course Summary, Final Exam Personal Development",4.6,25.0,Beginner,Coursera,The text is already in English.,Organizational Analysis 
Global Adolescent Health,"Not specified Not specified Week 1 - Introduction to adolescent health: developmental and ecological perspectives (Part I)  , Week 2 - Introduction to adolescent health: developmental and ecological perspectives (Part II), Week 3 - Major health problems of adolescents (Part I), Week 4 - Major health problems of adolescents (Part II), Week 5 - Adolescent health policy, programming and intervention (Part I), Week 6 - Adolescent health policy, programming and intervention (Part II), Weeks 7 - 8 (no new content) Personal Development",4.8,28.0,Beginner,Coursera,"Not specified Not specified Week 1 - Introduction to adolescent health: developmental and ecological perspectives (Part I)  , Week 2 - Introduction to adolescent health: developmental and ecological perspectives (Part II), Week 3 - Major health problems of adolescents (Part I), Week 4 - Major health problems of adolescents (Part II), Week 5 - Adolescent health policy, programming and intervention (Part I), Week 6 - Adolescent health policy, programming and intervention (Part II), Weeks 7 - 8 (no new content) Personal Development",Global Adolescent Health
اعمل بذكاء أكبر لا بجهد أكثر: إدارة الوقت الشخصي والمهني,"التخطيط بكفاءة لتحقيق أهدافك الشخصية والمهنيةالتعرُّف على عوائق الإدارة الناجحة للوقت وكيفية التغلُّب عليهاالاحتفاظ بنظرة موضوعية في تقدير الأمور للوقاية من الأزمات وإدارتهاإدارة الموارد بكفاءة وفعالية Receiving, Sales, Average, Numbers (Spreadsheet) عادات العمل الذكية لا تنشأ من تلقاء نفسها, الوقت هو المورد الأكثر ندرة, نصائح بسيطة ذات أثر عظيم, لنجمع الأمور جميعها سويًا Personal Development",4.7,5.0,Not applicable,Coursera,"Efficiently planning to achieve your personal and professional goals, identifying the obstacles to successful time management and how to overcome them, maintaining an objective view in assessing situations to prevent and manage crises, managing resources efficiently and effectively. Receiving, Sales, Average, Numbers (Spreadsheet) Smart work habits do not develop on their own, time is the most scarce resource, simple tips with great impact, let's gather all these things together. Personal Development.","Work smarter, not harder: Managing personal and professional time."
"Making Successful Decisions through the Strategy, Law & Ethics Model","Make successful business, personal, and leadership decisions.Understand the importance of thinking globally in today's business world.Create value for your organization while managing risk in an ethical manner.Understand the importance of thinking globally in today's business world. Decision-Making, Managing Risk, Decision Trees, Intellectual Property, Ethical Leadership Welcome to Making Successful Decisions through the Strategy, Law & Ethics Model!, Use the Three Pillar Model for Personal, Leadership and Business Decisions, Use Employment Law to Attract and Retain the Best Business Talent, Meet Your Customers’ Needs: Transform Product Liability into Product Innovation, Create Business Opportunities Through Government Regulation, Use Your Intellectual Property to Create Shareholder Value, Develop Contracts that Create Value for Both Sides, Use Dispute Resolution Processes for Value Creation, Create and Lead an Ethical Business, Final Examination Personal Development",4.7,21.0,Beginner,Coursera,"Make successful business, personal, and leadership decisions.Understand the importance of thinking globally in today's business world.Create value for your organization while managing risk in an ethical manner.Understand the importance of thinking globally in today's business world. Decision-Making, Managing Risk, Decision Trees, Intellectual Property, Ethical Leadership Welcome to Making Successful Decisions through the Strategy, Law & Ethics Model!, Use the Three Pillar Model for Personal, Leadership and Business Decisions, Use Employment Law to Attract and Retain the Best Business Talent, Meet Your Customers’ Needs: Transform Product Liability into Product Innovation, Create Business Opportunities Through Government Regulation, Use Your Intellectual Property to Create Shareholder Value, Develop Contracts that Create Value for Both Sides, Use Dispute Resolution Processes for Value Creation, Create and Lead an Ethical Business, Final Examination Personal Development","Making Successful Decisions through the Strategy, Law & Ethics Model"
Construction Management Specialization,"Major construction management fundamentals, key project scheduling techniques, types of cost estimates and monitoring project cash flow Schedule, Finance, Cost Control, Real Estate finance, Cost Estimate Construction Project Management, Construction Scheduling, Construction Cost Estimating and Cost Control, Construction Finance, The Construction Industry: The Way Forward Personal Development",4.8,80.0,Beginner,Coursera,"Principles of construction management, important project scheduling methods, various types of cost estimates, and monitoring project cash flow. Schedule, finance, cost control, real estate finance, cost estimation in construction project management, construction scheduling, construction cost estimating and control, construction finance, the future of the construction industry, personal development.",Construction Management Specialization
"Effective Communication: Writing, Design, and Presentation Specialization","To Write MasterfullyTo Design ElegantlyTo Speak PowerfullyTo Present Your Ideas and Your Best Self to the World Business Writing, Writing, Presentation, Graphic Design Business Writing, Graphic Design, Successful Presentation, Effective Communication Capstone Project Personal Development",4.8,80.0,Beginner,Coursera,"To Write MasterfullyTo Design ElegantlyTo Speak PowerfullyTo Present Your Ideas and Your Best Self to the World Business Writing, Writing, Presentation, Graphic Design Business Writing, Graphic Design, Successful Presentation, Effective Communication Capstone Project Personal Development","Effective Communication: Writing, Design, and Presentation Specialization"
Introducción a la inteligencia emocional,"Inteligencia emocional y programación neurolingüísticaControl emocional y manejo asertivo de emocionesDesarrollo de una mentalidad exitosa Not specified Inteligencia emocional: el conocimiento de uno mismo , Inteligencia emocional: manejo de las emociones, Fundamentos de programación neurolingüística -PNL, Técnicas de programación neurolingüística -PNL-, Guía para tener una mentalidad exitosa Personal Development",4.8,10.0,Beginner,Coursera,Emotional intelligence and neuro-linguistic programming Emotional control and assertive management of emotions Development of a successful mindset Emotional intelligence: self-awareness Emotional intelligence: emotion management Fundamentals of neuro-linguistic programming -NLP- Neuro-linguistic programming techniques -NLP- Guide to having a successful mindset Personal Development,Introduction to emotional intelligence
Mindshift: Transforma tu mente para superar obstáculos en el aprendizaje y descubrir tu potencial oculto.,"Not specified Not specified El Cambio es Posible, Profundizando en un Aprendizaje Efectivo, Aprendizaje y Carreras Profesionales, Adoptando un Estilo de Vida de Aprendizaje Personal Development",4.8,10.0,Beginner,Coursera,"Not specified Not specified Change is Possible, Delving into Effective Learning, Learning and Professional Careers, Adopting a Personal Development Lifestyle.",Mindshift: Transform your mind to overcome obstacles in learning and discover your hidden potential.
"Career planning: Your career, your life","Evaluate current career management issues and their implications on your professional career plans and development.Create strategies and approaches to set new career vision, goals and action plans.Apply knowledge of career models and tools for successful career planning and management.Design a career path that fits personal values, interests, personality, and skills. Not specified Career planning and philosophy for the future, Career exploration: Boundaryless pathways, Matching careers : Aligning values, vision and goals, Proactive career management , Practical skills for job search and getting what you want, Building career capital in light of contemporary issues Personal Development",4.8,18.0,Not applicable,Coursera,"Evaluate current career management issues and their implications on your professional career plans and development. Create strategies and approaches to set new career vision, goals, and action plans. Apply knowledge of career models and tools for successful career planning and management. Design a career path that fits personal values, interests, personality, and skills. Explore career planning and philosophy for the future, career exploration: boundaryless pathways, matching careers: aligning values, vision, and goals, proactive career management, practical skills for job search and getting what you want, building career capital in light of contemporary issues, personal development.","Career planning: Your career, your life"
Case Studies in Personalized Medicine,"Not specified Not specified UNIT 1: INTRODUCTION TO PERSONALIZED MEDICINE, UNIT 2: STUDYING GENETIC VARIATION, UNIT 3: CASE STUDIES IN PERSONALIZED MEDICINE, PART 1, UNIT 4: CASE STUDIES IN PERSONALIZED MEDICINE, PART 2, UNIT 5: PERSONALIZED MEDICINE IN A SYSTEM OF CARE, FINAL REFLECTION ACTIVITY Personal Development",4.8,18.0,Not applicable,Coursera,"Not specified Not specified UNIT 1: INTRODUCTION TO PERSONALIZED MEDICINE, UNIT 2: STUDYING GENETIC VARIATION, UNIT 3: CASE STUDIES IN PERSONALIZED MEDICINE, PART 1, UNIT 4: CASE STUDIES IN PERSONALIZED MEDICINE, PART 2, UNIT 5: PERSONALIZED MEDICINE IN A SYSTEM OF CARE, FINAL REFLECTION ACTIVITY Personal Development",Case Studies in Personalized Medicine
HRCI Human Resource Associate Professional Certificate,"Explain the requirements and techniques to recruit and retain talent for an organizationUnderstand how performance management and feedback impact employee relations in an organizationEvaluate the various benefits of total remuneration and technology for an organization Employee Relations, Training development, Performance Management, Recruitment, Compliance strategy Talent Acquisition, Learning and Development, Compensation and Benefits, Employee Relations, Compliance and Risk Management Personal Development",4.8,120.0,Beginner,Coursera,"Explain the requirements and techniques to recruit and retain talent for an organizationUnderstand how performance management and feedback impact employee relations in an organizationEvaluate the various benefits of total remuneration and technology for an organization Employee Relations, Training development, Performance Management, Recruitment, Compliance strategy Talent Acquisition, Learning and Development, Compensation and Benefits, Employee Relations, Compliance and Risk Management Personal Development",HRCI Human Resource Associate Professional Certificate
Google Data Analytics (PT) Professional Certificate,"Conheça as práticas e os processos utilizados por um analista de dados júnior ou associado no trabalho cotidiano.Aprenda as principais habilidades analíticas (limpeza, análise e visualização de dados) e ferramentas (planilhas, SQL, programação em R, Tableau) Entenda como limpar e organizar dados para análise e como completar análises e cálculos usando planilhas, SQL e programação em RAprenda como visualizar e apresentar descobertas de dados em painéis, apresentações e plataformas de visualização usados com frequência Limpeza de dados, SQL, Análise dos dados, Planilha, Visualização de dados (DataViz), Solução de problemas, Tomada de decisões, análise de dados, Questionamento, Cálculos de dados, Agregação de dados, Estudo de caso, Portfólio profissional, R Markdown, Rstudio, programação em R, Apresentação, Software Tableau, Determinação do tamanho da amostra, Integridade dos dados, Ética em Dados, Coleta de Dados, Metadados Fundamentos: dados, dados, em todos os lugares, Fazer perguntas para tomar decisões com base em dados, Preparar os Dados para Exploração, Processar os dados para limpá-los, Analisar os dados para responder às perguntas, Compartilhar os dados com a arte da visualização, Análise de dados com programação em R, Projeto final de Data Analytics do Google: conclua um estudo de caso Personal Development",4.9,240.0,Beginner,Coursera,"Learn about the practices and processes used by a junior or associate data analyst in their daily work. Learn the main analytical skills (data cleaning, analysis, and visualization) and tools (spreadsheets, SQL, programming in R, Tableau). Understand how to clean and organize data for analysis and how to complete analyses and calculations using spreadsheets, SQL, and programming in R. Learn how to visualize and present data discoveries in dashboards, presentations, and frequently used visualization platforms. Data cleaning, SQL, Data analysis, Spreadsheet, Data visualization (DataViz), Problem solving, Decision making, Data analysis, Questioning, Data calculations, Data aggregation, Case study, Professional portfolio, R Markdown, Rstudio, programming in R, Presentation, Tableau software, Determining sample size, Data integrity, Data ethics, Data collection, Metadata Fundamentals: data, data everywhere, Asking questions to make data-driven decisions, Preparing data for exploration, Processing data to clean it, Analyzing data to answer questions, Sharing data with the art of visualization, Data analysis with programming in R, Google Data Analytics final project: complete a case study Personal Development.",Google Data Analytics (PT) Professional Certificate
Essentials for English Speeches and Presentations  英语演讲与演示,"Not specified Not specified Week 1. 学习策略 Learning Strategy, Week2. 语音语调 Pronunciation and intonation, Week3. 中西文化差异与全球化视角Cultural Differences and Global Perspective, Week4. 演讲中的语言技能与非语言技Verbal and non-verbal skills, Week5. 积极词汇建设与图表描述Active vocabulary building, Week6. 面试和自我介绍 Interviews & Self Introduction, Week7. 看看外教怎么说 Native expert’s view, Week8. 课程总结及后续学习建议 Conclusion and advices Personal Development",4.6,15.0,Not applicable,Coursera,"Week 1: Learning Strategy
Week 2: Pronunciation and Intonation
Week 3: Cultural Differences and Global Perspective
Week 4: Verbal and Non-verbal Skills in Public Speaking
Week 5: Active Vocabulary Building and Describing Charts
Week 6: Interviews and Self Introduction
Week 7: Perspectives from Native Experts
Week 8: Course Summary and Recommendations for Further Learning in Personal Development",Essentials for English Speeches and Presentations  英语演讲与演示
Tech Support Career Guide and Interview Preparation,"Summarize the basic functions and tasks of the technical support specialist role.Describe some career paths for technical support and the job prospects for the field.Review technical support fundamentals and refresh essential skills.Discover what to expect from a technical interview so you can come prepared. Not specified Building a Foundation\xa0, Applying and Preparing to Interview\xa0, Interviewing\xa0 Personal Development",4.7,10.0,Not applicable,Coursera,The text is already in English.,Tech Support Career Guide and Interview Preparation
