Course Title,Course Info,Course Rating,Course Duration,Course Level,Source,Course Info Translate,Course Title Translate
Business Process Outsourcing Strategies in Hospitality,"Explain the core concepts of BPO and its role in optimizing hospitality operations.Identify specific business processes in hospitality suitable for outsourcing to improve efficiency.Develop strategies for successful BPO implementation in hospitality businesses.Analyze potential challenges in hospitality BPO and apply best practices to overcome them. creative problem-solving, Process Optimization, Strategic Thinking, Effective Communication, Cultural Adaptation Fundamentals of BPO in Hospitality, Implementing BPO Strategies in Hospitality, Navigating BPO Challenges in Hospitality, Cultural Adaptation and the Future of BPO in Hospitality Business",0.0,9.0,Beginner,Coursera,"Explain the fundamental concepts of Business Process Outsourcing (BPO) and its importance in optimizing hospitality operations. Identify particular business processes within the hospitality industry that are suitable for outsourcing in order to enhance efficiency. Create strategies for successfully implementing BPO in hospitality businesses. Analyze potential challenges that may arise in hospitality BPO and apply best practices to overcome them, including creative problem-solving, process optimization, strategic thinking, effective communication, and cultural adaptation. Topics covered include the basics of BPO in hospitality, implementing BPO strategies in hospitality, navigating BPO challenges in hospitality, cultural adaptation, and the future of BPO in the hospitality industry.",Business Process Outsourcing Strategies in Hospitality
商管研究中的賽局分析（一）：通路選擇、合約制定與共享經濟 (Game Theoretic Analysis for Business Research (1)),"Not specified Not specified 課程概述與最佳化理論, 賽局理論簡介, 競爭環境中的通路選擇, 通路協作－退貨政策, 線上內置代銷連結：考慮品質異質性, 共享經濟中的平臺式快遞服務, 回顧、展望與隨想 Business",4.8,13.0,Beginner,Coursera,"Course Overview and Optimization Theory, Introduction to Game Theory, Channel Selection in Competitive Environments, Channel Collaboration - Return Policy, Online Embedded Agency Links: Considering Quality Heterogeneity, Platform-based Express Delivery Services in the Sharing Economy, Review, Prospects, and Reflections on Business","Game Theoretic Analysis in Business Research (1): Path Selection, Contract Formulation, and Sharing Economy"
Business Transformation with Google Cloud en Español,"Explain what cloud technology is and the top reasons the cloud era is revolutionizing business Craft an ideal transformation challenge for your organizationIdentify components of a security program to build into your transformation journeyBuild a business case and summary page for your overall transformation project using the templates provided Not specified Introducción, Módulo 1: Por qué la tecnología de nube está revolucionando los negocios, Módulo 2: Fomente una cultura de innovación, Módulo 3: Defina el desafío de transformación empresarial ideal, Módulo 4: Genere confianza con disponibilidad, seguridad y cumplimiento, Módulo 5: Crear un caso empresarial para su desafío de transformación, Conclusión Business",4.6,10.0,Beginner,Coursera,"Introduction, Module 1: Why cloud technology is revolutionizing business, Module 2: Foster a culture of innovation, Module 3: Define the ideal business transformation challenge, Module 4: Build trust with availability, security, and compliance, Module 5: Create a business case for your transformation challenge, Conclusion.",Business Transformation with Google Cloud in Spanish
How to Create a Facebook Business Manager Account,"Understand all the features in Facebook Business Manager.  Facebook, Facebook Business Manager Learn step-by-step Business",0.0,2.0,Beginner,Coursera,"Understand all the features in Facebook Business Manager.  Facebook, Facebook Business Manager Learn step-by-step Business",How to Create a Facebook Business Manager Account
Value and Business Decision Making,"How to make business decisions based on frameworks and modern tools Decision-Making, business acumen Module 1: The Need for, and the Value of, Social Business and the Complexity and the Challenges of Creating Them, Module 2: Overview of Specialization & Course, Decision Criteria - An Introduction, Decision Making - A Deeper Look, Cash Flows, Cash Flows - Applications Business",0.0,30.0,Beginner,Coursera,"How to make business decisions based on frameworks and modern tools Decision-Making, business acumen Module 1: The Need for, and the Value of, Social Business and the Complexity and the Challenges of Creating Them, Module 2: Overview of Specialization & Course, Decision Criteria - An Introduction, Decision Making - A Deeper Look, Cash Flows, Cash Flows - Applications Business",Value and Business Decision Making
Create a business profile on Twitter,"Create a profile for your business on TwitterSet up a profile for your business on Twitter Social Media Marketing, Twitter Learn step-by-step Business",0.0,1.0,Beginner,Coursera,"Create a profile for your business on TwitterSet up a profile for your business on Twitter Social Media Marketing, Twitter Learn step-by-step Business",Create a business profile on Twitter
Business Modeling Tools,"Not specified Microsoft Excel, Business Analytics, Business Case, Business Strategy Introduction to Business Modeling Tools, Introduction to Regression, Multivariate Regression, Regression Business Case Problem Business",0.0,10.0,Intermediate,Coursera,"Not specified Microsoft Excel, Business Analytics, Business Case, Business Strategy Introduction to Business Modeling Tools, Introduction to Regression, Multivariate Regression, Regression Business Case Problem Business",Business Modeling Tools
Create Business Growth Charts with Canva,"Create a line graph with Canva.Create a bar chart with Canva.Create a donut graph with Canva. Business, Canva, Charts, Finance, Graphic Design Learn step-by-step Business",0.0,2.0,Intermediate,Coursera,"Create a line graph with Canva.Create a bar chart with Canva.Create a donut graph with Canva. Business, Canva, Charts, Finance, Graphic Design Learn step-by-step Business",Create Business Growth Charts with Canva
Create Swag Bag Inserts to Market your Business using Canva,"Utilize efficient workflow strategies to develop a logo for a water bottle.Develop a minimal logo for a sportswear item.Prepare a design for print. Business, Digital Design, Marketing, Graphic Design Learn step-by-step Business",0.0,2.0,Expert,Coursera,"Utilize efficient workflow strategies to develop a logo for a water bottle.Develop a minimal logo for a sportswear item.Prepare a design for print. Business, Digital Design, Marketing, Graphic Design Learn step-by-step Business",Create Swag Bag Inserts to Market your Business using Canva
تقييم واستحواذ الشركات | Valuing and Acquiring a Business,"Not specified مهارات تقييم الشركات, مبادئ الإدارة, كيفية الاستحواذ على الشركات تقييم واستحواذ الشركات Business",0.0,1.0,Beginner,Coursera,"Not specified skills in company evaluation, principles of management, how to acquire companies evaluation and acquisition of companies Business",Valuing and Acquiring a Business
Using Twitter for Business and Twitter Analytics,"create advanced search on twittercreate data from twitter accounts Data Analysis, Data Reporting, Business, Business Analytics, data Learn step-by-step Business",0.0,2.0,Beginner,Coursera,"create advanced search on twittercreate data from twitter accounts Data Analysis, Data Reporting, Business, Business Analytics, data Learn step-by-step Business",Using Twitter for Business and Twitter Analytics
Create a Business Model Canvas in Miro,"Understand the purpose and process of creating a Business Model Canvas (BMC).Describe the nine components of the BMC in Miro. Develop the nine components and evaluate the BMC in Miro.  Strategic Communication, Value Proposition Design, User Experience Design (UXD), Business Model Canvas (BMC) Design, Channel Identification Learn step-by-step Business",0.0,2.0,Beginner,Coursera,"Understand the purpose and process of creating a Business Model Canvas (BMC).Describe the nine components of the BMC in Miro. Develop the nine components and evaluate the BMC in Miro.  Strategic Communication, Value Proposition Design, User Experience Design (UXD), Business Model Canvas (BMC) Design, Channel Identification Learn step-by-step Business",Create a Business Model Canvas in Miro
Business Transformation with Google Cloud auf Deutsch,"Explain what cloud technology is and the top reasons the cloud era is revolutionizing business Craft an ideal transformation challenge for your organizationIdentify components of a security program to build into your transformation journeyBuild a business case and summary page for your overall transformation project using the templates provided Not specified Einführung, Modul 1: Warum die Cloudtechnologie die Geschäftswelt revolutioniert, Modul 2: Die Innovationskultur fördern, Modul 3: Die ideale Herausforderung für die geschäftliche Transformation festlegen, Modul 4: Vertrauen durch Verfügbarkeit, Sicherheit und Compliance schaffen, Modul 5: Geschäftsszenario für Ihre Herausforderung zur Transformation entwickeln, Fazit Business",0.0,18.0,Beginner,Coursera,"Introduction, Module 1: Explain what cloud technology is and the top reasons the cloud era is revolutionizing business, Module 2: Foster an innovation culture, Module 3: Craft an ideal transformation challenge for your organization, Module 4: Build trust through availability, security, and compliance, Module 5: Develop a business scenario for your transformation challenge, Conclusion Business.",Business Transformation with Google Cloud in German
Capstone: Connected Planning for Business Transformation,"Not specified Business Planning, Technology Disruption, Strategic Planning, Business Strategy, Connected Planning Capstone Project: Connected Planning for Business Transformation Business",0.0,5.0,Beginner,Coursera,The text is already in English.,Capstone: Connected Planning for Business Transformation
Design Brainstorming diagrams for businesses with Creately,"You will be able to use Creately for free and discover its featuresYou will be able to create a Brainstorming diagram for free Team Building, Strategic Thinking, Brainstorming, Marketing Strategy, Creately Learn step-by-step Business",0.0,2.0,Beginner,Coursera,"You will be able to use Creately for free and discover its featuresYou will be able to create a Brainstorming diagram for free Team Building, Strategic Thinking, Brainstorming, Marketing Strategy, Creately Learn step-by-step Business",Design Brainstorming diagrams for businesses with Creately
Data Analysis for Business,"Not specified Business Analytics Introduction to Data Analysis, Organizing and Visualizing Data\u200b, Descriptive measures: univariate and bivariate\u200b, Statistical Inference\u200b, Regression Analysis\u200b Business",0.0,26.0,Intermediate,Coursera,"Not specified Business Analytics Introduction to Data Analysis, Organizing and Visualizing Data\u200b, Descriptive measures: univariate and bivariate\u200b, Statistical Inference\u200b, Regression Analysis\u200b Business",Data Analysis for Business
Business Transformation with Google Cloud 中文,"Explain what cloud technology is and the top reasons the cloud era is revolutionizing business Craft an ideal transformation challenge for your organizationIdentify components of a security program to build into your transformation journeyBuild a business case and summary page for your overall transformation project using the templates provided Business Transformation, Business Case, Business Strategy, Organizational Culture Introduction, 模块 1：为什么云技术正在彻底改变企业, 模块 2：培养创新文化, 模块 3：确定合适的企业转型挑战, 模块 4：通过可用性、安全性和合规性建立信任, 模块 5：针对您的转型挑战制作商业案例, 总结 Business",0.0,11.0,Beginner,Coursera,"Transformation, Business Case, Business Strategy, Organizational Culture Introduction, Module 1: Why Cloud Technology is Revolutionizing Business, Module 2: Cultivating an Innovative Culture, Module 3: Identifying the Right Business Transformation Challenge, Module 4: Building Trust through Availability, Security, and Compliance, Module 5: Creating a Business Case for Your Transformation Challenge, Summary Business.","Business Transformation with Google Cloud

In Chinese"
Business Transformation with Google Cloud 日本語版,"Explain what cloud technology is and the top reasons the cloud era is revolutionizing business Craft an ideal transformation challenge for your organizationIdentify components of a security program to build into your transformation journeyBuild a business case and summary page for your overall transformation project using the templates provided Business Transformation, Business Case Analysis, Business Strategy, Business Value, Organizational Culture はじめに, モジュール 1: クラウド テクノロジーがビジネスに革命を起こす理由\u3000, モジュール 2: イノベーション文化の醸成, モジュール 3: 理想的なビジネス変革の課題の定義, モジュール 4: 可用性、セキュリティ、コンプライアンスによる信頼の構築, モジュール 5: 変革の課題に対応するビジネスケースの作成, まとめ Business",0.0,10.0,Beginner,Coursera,"Introduction, Module 1: Reasons why cloud technology is revolutionizing business, Module 2: Cultivating an innovation culture, Module 3: Defining the ideal challenge for business transformation, Module 4: Building trust through availability, security, and compliance, Module 5: Creating a business case to address the challenges of transformation, Conclusion. Business Transformation, Business Case Analysis, Business Strategy, Business Value, Organizational Culture.",Business Transformation with Google Cloud Japanese Version
Creating a Budget in Libre Calc for a Small Business,"Access Libre Calc, understand why budgets are useful, and create a new spreadsheets with multiple tabs.Create organized budget, using formulas and data validation toolsCreate a graph. Spreadsheet creation Learn step-by-step Business",0.0,1.0,Intermediate,Coursera,"Access Libre Calc, understand why budgets are useful, and create a new spreadsheets with multiple tabs.Create organized budget, using formulas and data validation toolsCreate a graph. Spreadsheet creation Learn step-by-step Business",Creating a Budget in Libre Calc for a Small Business
Business Transformation with Google Cloud en Français,"Explain what cloud technology is and the top reasons the cloud era is revolutionizing business Craft an ideal transformation challenge for your organizationIdentify components of a security program to build into your transformation journeyBuild a business case and summary page for your overall transformation project using the templates provided Not specified Introduction, Module 1 : Pourquoi la technologie cloud révolutionne-t-elle les pratiques métier ?, ""Module 2 : Encourager une culture de linnovation"", ""Module 3 : Définir le défi de transformation dentreprise idéal"", Module\xa04\xa0: Forger la confiance grâce à la disponibilité, à la sécurité et à la conformité, Module 5 : Réaliser une étude de cas pour votre défi de transformation, Conclusion Business",0.0,10.0,Beginner,Coursera,"Module 1: Why is cloud technology revolutionizing business practices?, Module 2: Encouraging a culture of innovation, Module 3: Defining the ideal business transformation challenge, Module 4: Building trust through availability, security, and compliance, Module 5: Conducting a case study for your transformation challenge, Conclusion Business.",Business Transformation with Google Cloud in French
Business Transformation with Google Cloud em Português ,"Explain what cloud technology is and the top reasons the cloud era is revolutionizing business Craft an ideal transformation challenge for your organizationIdentify components of a security program to build into your transformation journeyBuild a business case and summary page for your overall transformation project using the templates provided Not specified Introdução, Módulo 1: Por que a tecnologia de nuvem está revolucionando os negócios, Módulo 2: Promover uma cultura de inovação, Módulo 3: Definir o desafio ideal da transformação dos negócios, Módulo 4: Criar confiança com disponibilidade, segurança e conformidade, Módulo 5: Criar um caso de negócios para seu desafio de transformação, Conclusão Business",4.9,10.0,Beginner,Coursera,"Introduction, Module 1: Why cloud technology is revolutionizing business, Module 2: Promoting a culture of innovation, Module 3: Defining the ideal business transformation challenge, Module 4: Building trust with availability, security, and compliance, Module 5: Creating a business case for your transformation challenge, Conclusion.",Business Transformation with Google Cloud in Portuguese
Get Started with Facebook Business Manager ,"Get started with Facebook Business Manager Facebook, Business Manager Learn step-by-step Business",0.0,2.0,Beginner,Coursera,"Get started with Facebook Business Manager Facebook, Business Manager Learn step-by-step Business",Get Started with Facebook Business Manager 
Business Problem Solving Specialization,"Not specified Modeling, Spreadsheet, Microsoft Excel, Business Analysis, Business Strategy  Fundamentals of Business Problem Solving, Business Modeling Tools,  Solving Business Problems with Spreadsheet Modeling Business",5.0,40.0,Intermediate,Coursera,"Not specified Modeling, Spreadsheet, Microsoft Excel, Business Analysis, Business Strategy  Fundamentals of Business Problem Solving, Business Modeling Tools,  Solving Business Problems with Spreadsheet Modeling Business",Business Problem Solving Specialization
The Business of Health Care Specialization,"Not specified Insurance, Health Economics Financial Acumen for Non-Financial Managers, The Economics of Health Care Delivery, Management Fundamentals, Health Care Innovation Business",4.7,40.0,Beginner,Coursera,"Not specified Insurance, Health Economics Financial Acumen for Non-Financial Managers, The Economics of Health Care Delivery, Management Fundamentals, Health Care Innovation Business",The Business of Health Care Specialization
The Business of Music Production Specialization,"The structure of the recording music industry and to read and interpret recording contractsHow to earn money with your recorded music by leveraging copyright lawCast a clear vision for a recording project and how to use the right tools to achieve your visionHow to record, edit, and mix a production using the industry standard digital audio workstation, Pro Tools Copyright, Pro Tools, Music production, Music recording, Contracts Music Business Foundations, The Art of Music Production, Copyright Law in the Music Business, Pro Tools Basics Business",4.9,40.0,Beginner,Coursera,"The structure of the recording music industry and to read and interpret recording contractsHow to earn money with your recorded music by leveraging copyright lawCast a clear vision for a recording project and how to use the right tools to achieve your visionHow to record, edit, and mix a production using the industry standard digital audio workstation, Pro Tools Copyright, Pro Tools, Music production, Music recording, Contracts Music Business Foundations, The Art of Music Production, Copyright Law in the Music Business, Pro Tools Basics Business",The Business of Music Production Specialization
Creating Business Value with Data and Looker Specialization,"Learn the skills needed to do data exploration and analysis in Looker to empower others to solve business needs.Use dimensions, measures, filters, table calculations and pivots to analyze and visualize data.Create and share near real-time data visualizations using Looks, dashboards, and boards.Use the Looker Integrated Development Environment (IDE) and project version control to modify LookML projects and curate Explores that empower business users to leverage data in their everyday workflows Not specified Exploring Data Transformation with Google Cloud, Analyzing and Visualizing Data in Looker, Developing Data Models with LookML Business",4.7,40.0,Intermediate,Coursera,"Learn the skills needed to do data exploration and analysis in Looker to empower others to solve business needs.Use dimensions, measures, filters, table calculations and pivots to analyze and visualize data.Create and share near real-time data visualizations using Looks, dashboards, and boards.Use the Looker Integrated Development Environment (IDE) and project version control to modify LookML projects and curate Explores that empower business users to leverage data in their everyday workflows Not specified Exploring Data Transformation with Google Cloud, Analyzing and Visualizing Data in Looker, Developing Data Models with LookML Business",Creating Business Value with Data and Looker Specialization
Business English Communication Skills Specialization,"Not specified Business Plan, English Language, Meeting, Presentation Business English: Networking, Business English: Meetings, Business English: Planning & Negotiating, Business English: Making Presentations, Business English: Capstone Project Business",4.8,120.0,Intermediate,Coursera,"Not specified Business Plan, English Language, Meeting, Presentation Business English: Networking, Business English: Meetings, Business English: Planning & Negotiating, Business English: Making Presentations, Business English: Capstone Project Business",Business English Communication Skills Specialization
SAS Visual Business Analytics Professional Certificate,"How to explore data using SAS Visual AnalyticsHow to create interactive reports using SAS Visual AnalyticsHow to prepare data using SAS Data Studio SAS VA, Business Analytics, SAS Visual Analytics Getting Started with SAS Visual Analytics , Data Analysis and Reporting in SAS Visual Analytics, Using Data for Geographic Mapping and Forecasting in SAS Visual Analytics, Performing Network, Path, and Text Analyses in SAS Visual Analytics, Creating Advanced Reports with SAS Visual Analytics Business",4.7,40.0,Beginner,Coursera,"How to explore data using SAS Visual AnalyticsHow to create interactive reports using SAS Visual AnalyticsHow to prepare data using SAS Data Studio SAS VA, Business Analytics, SAS Visual Analytics Getting Started with SAS Visual Analytics , Data Analysis and Reporting in SAS Visual Analytics, Using Data for Geographic Mapping and Forecasting in SAS Visual Analytics, Performing Network, Path, and Text Analyses in SAS Visual Analytics, Creating Advanced Reports with SAS Visual Analytics Business",SAS Visual Business Analytics Professional Certificate
Business English Specialization,"Not specified Negotiation, English Language, Management, Marketing Business English: Management and Leadership, Business English: Finance and Economics, Business English: Marketing and Sales, Business English: Final Project Business",4.7,120.0,Intermediate,Coursera,"Not specified Negotiation, English Language, Management, Marketing Business English: Management and Leadership, Business English: Finance and Economics, Business English: Marketing and Sales, Business English: Final Project Business",Business English Specialization
Business English: Networking,"Not specified Email Writing, Business Communication, Communication, English Language Introduction to Business English Communication, Introductions, Emails, Meeting Arrangements on the Telephone, Meeting Arrangements (Email) Business",4.8,28.0,Intermediate,Coursera,"Not specified Email Writing, Business Communication, Communication, English Language Introduction to Business English Communication, Introductions, Emails, Meeting Arrangements on the Telephone, Meeting Arrangements (Email) Business",Business English: Networking
Music Business Foundations,"Analyze recording contract provisionsAssess the various rights that make up the copyright bundle of rightsDiscuss the roles of the personal manager, business manager, road manager, agents, road crew, and attorneysExamine the importance of having written agreements that outline the duties and obligations of various parties  Copyright, Music business, Revenue streams, Teambuilding, Contracts The Music Industry, Recording Agreements, Copyright Basics, Managers, Agents, and Attorneys Business",4.9,11.0,Not applicable,Coursera,"Analyze recording contract provisions, assess the various rights that make up the copyright bundle of rights, discuss the roles of the personal manager, business manager, road manager, agents, road crew, and attorneys, and examine the importance of having written agreements that outline the duties and obligations of various parties. Topics include copyright, music business, revenue streams, team building, contracts, the music industry, recording agreements, copyright basics, managers, agents, and attorneys in the business.",Music Business Foundations
Business Analysis Process,"Demonstrate an in-depth knowledge of the business analysis process.Create a business requirements document that conforms to industry best practices.Create a visual model of a business process. Business Analysis, Business Process Model, Requirements Elicitation, Business Requirements Documentation, Stakeholder Identification Business Analysis Process, Requirements Elicitation, Business Analysis Visual Models, Business Requirements Document Business",4.7,22.0,Beginner,Coursera,"Demonstrate an in-depth knowledge of the business analysis process.Create a business requirements document that conforms to industry best practices.Create a visual model of a business process. Business Analysis, Business Process Model, Requirements Elicitation, Business Requirements Documentation, Stakeholder Identification Business Analysis Process, Requirements Elicitation, Business Analysis Visual Models, Business Requirements Document Business",Business Analysis Process
Cybersecurity for Business Specialization,"Not specified Cybersecurity, Information Security (INFOSEC), Risk Assessment, Attack Surface Introduction to Cybersecurity for Business, Cyber Threats and Attack Vectors, Detecting and Mitigating Cyber Threats and Attacks, Proactive Computer Security Business",4.7,40.0,Beginner,Coursera,The text is already in English.,Cybersecurity for Business Specialization
Business Analytics Capstone,"Not specified Customer Analytics, Strategic Management, Data Analysis, Business Analytics  Module 1: Capstone Project Topic - The Problem of Adblocking, Module 2:  Defining the Problem, Module 3:  Your Strategy, Module 4:  Effects of Your Strategy/Measuring these Effects, Module 5:  Final Project Submission Business",4.5,13.0,Intermediate,Coursera,"Not specified Customer Analytics, Strategic Management, Data Analysis, Business Analytics  Module 1: Capstone Project Topic - The Problem of Adblocking, Module 2:  Defining the Problem, Module 3:  Your Strategy, Module 4:  Effects of Your Strategy/Measuring these Effects, Module 5:  Final Project Submission Business",Business Analytics Capstone
商务英语课程 Business English Specialization,"Not specified Not specified 商务英语课程:管理与领导力英语 Management & Leadership, 商务英语课程:财经英语 Finance & Economics, 商务英语课程:市场与营销英语 Marketing & Sales, 总计划案 Final Project Business",4.8,120.0,Intermediate,Coursera,"Not specified Not specified Business English courses: Management & Leadership English, Business English courses: Finance & Economics English, Business English courses: Marketing & Sales English, Final Project Business Plan.",Business English Specialization
Cloud Computing Primer for Semi-tech and Business Learners Specialization,"Compare and contrast on-premise and cloud computingDescribe at least three advantages and disadvantages of cloud computingGive three characteristics that define Software as a Service (SaaS), Platform as a Service (PaaS), and Infrastructure as a Service (IaaS) infrastructure as a service, Cloud Applications, Platform As A Service (PAAS), Software As A Service (SAAS), Cloud Computing Cloud Computing Primer: Software as a Service (SaaS), Cloud Computing Primer: Platform as a Service (PaaS), Cloud Computing Primer: Infrastructure as a Service (IaaS) Business",4.5,40.0,Beginner,Coursera,"Compare and contrast on-premise and cloud computingDescribe at least three advantages and disadvantages of cloud computingGive three characteristics that define Software as a Service (SaaS), Platform as a Service (PaaS), and Infrastructure as a Service (IaaS) infrastructure as a service, Cloud Applications, Platform As A Service (PAAS), Software As A Service (SAAS), Cloud Computing Cloud Computing Primer: Software as a Service (SaaS), Cloud Computing Primer: Platform as a Service (PaaS), Cloud Computing Primer: Infrastructure as a Service (IaaS) Business",Cloud Computing Primer for Semi-tech and Business Learners Specialization
Business Metrics for Data-Driven Companies,"Not specified Data Analysis, Business Analysis, Business Analytics, Business Process About This Specialization and Course , Introducing Business Metrics, Working in the Business Data Analytics Marketplace, Going Deeper into Business Metrics , Applying Business Metrics to a Business Case Study Business",4.6,7.0,Not applicable,Coursera,"This specialization and course cover topics such as Data Analysis, Business Analysis, Business Analytics, and Business Process. It includes an introduction to Business Metrics, working in the Business Data Analytics Marketplace, delving deeper into Business Metrics, and applying Business Metrics to a Business Case Study.",Business Metrics for Data-Driven Companies
Understanding the Music Business: What is Music Worth?,"Not specified Not specified Recording & Record Labels, Part 1 , Recording & Record Labels, Part 2, Copyright & Publishing, Media, Live Performance, New Models, Trends & Strategies, Wrapping Up  Business",4.5,18.0,Not applicable,Coursera,"Not specified Not specified Recording & Record Labels, Part 1 , Recording & Record Labels, Part 2, Copyright & Publishing, Media, Live Performance, New Models, Trends & Strategies, Wrapping Up  Business",Understanding the Music Business: What is Music Worth?
