Course Title,Course Info,Course Rating,Course Duration,Course Level,Source,Course Info Translate,Course Title Translate
Basic Statistics in Python (Correlations and T-tests),"Clean data, including removing missing data and unnecessary columnsExplore data using descriptive statisticsCreate visualizations of our data and analysisPerform statistical tests, including t-tests and correlation Summary Statistics, Statistical Analysis, Pandas, Data Visualization, Data Cleansing Learn step-by-step Social Sciences",4.4,1.1666666666666667,Beginner,Coursera,"Clean data, including removing missing data and unnecessary columns
Explore data using descriptive statistics
Create visualizations of our data and analysis
Perform statistical tests, including t-tests and correlation
Summary Statistics, Statistical Analysis, Pandas, Data Visualization, Data Cleansing
Learn step-by-step Social Sciences",Basic Statistics in Python (Correlations and T-tests)
Viral Marketing and How to Craft Contagious Content,"Not specified Social Network, Viral Marketing, Marketing, Marketing Strategy What Makes Ideas Sticky?, How Social Influence Shapes Behavior, The Power of Word of Mouth, Social Networks Social Sciences",4.8,4.0,Not applicable,Coursera,"Not specified Social Network, Viral Marketing, Marketing, Marketing Strategy What Makes Ideas Sticky?, How Social Influence Shapes Behavior, The Power of Word of Mouth, Social Networks Social Sciences",Viral Marketing and How to Craft Contagious Content
Managing Data Analysis,"Differentiate between various types of data pullsDescribe the basic data analysis iterationExplore datasets to determine if data is appropriate for a projectUse statistical findings to create convincing data analysis presentations Data Analysis, Communication, Interpretation, Exploratory Data Analysis Managing Data Analysis Social Sciences",4.6,8.0,Not applicable,Coursera,"Differentiate between various types of data pullsDescribe the basic data analysis iterationExplore datasets to determine if data is appropriate for a projectUse statistical findings to create convincing data analysis presentations Data Analysis, Communication, Interpretation, Exploratory Data Analysis Managing Data Analysis Social Sciences",Managing Data Analysis
Ethics in Public Policy,"Identify the moral and ethical dimensions of politics and public policy. Describe the complexity of ethical decision-making. Develop practical skills in policymaking as real-life practitioners.  Justice, Economics, Public Policy, social security, Ethics Utilitarianism and Libertarianism,  Justice as Fairness,  Ethics and Economic Policy, Ethics and Social Security, Equality of What?, Ethics in Global Governance Social Sciences",0.0,11.0,Beginner,Coursera,"Identificar las dimensiones morales y éticas de la política y la política pública. Describir la complejidad de la toma de decisiones éticas. Desarrollar habilidades prácticas en la formulación de políticas como practicantes de la vida real. Justicia, Economía, Política Pública, seguridad social, Ética Utilitarismo y Libertarismo, Justicia como Equidad, Ética y Política Económica, Ética y Seguridad Social, ¿Igualdad de Qué?, Ética en la Gobernanza Global Ciencias Sociales

Identify the moral and ethical dimensions of politics and public policy. Describe the complexity of ethical decision-making. Develop practical skills in policymaking as real-life practitioners. Justice, Economics, Public Policy, social security, Ethics Utilitarianism and Libertarianism, Justice as Fairness, Ethics and Economic Policy, Ethics and Social Security, Equality of What?, Ethics in Global Governance Social Sciences",Ethics in Public Policy
Communication Strategies for a Virtual Age,"Apply communication principles and techniques for in-person and virtual teamsUse a science based approach to create impactful presentationsRefine your communication style to better persuade and influence othersRun more effective and impactful meetings Communication Theory, conflict resolution, Meeting, Public Speaking Introduction to Virtual Teams and Virtual Communication, Virtual Meetings: Boring to Awesome, Influence, Power and Questioning Strategies in Virtual Collaboration, Speaking and Presenting in a virtual context Social Sciences",4.8,7.0,Beginner,Coursera,"Apply communication principles and techniques for in-person and virtual teamsUse a science based approach to create impactful presentationsRefine your communication style to better persuade and influence othersRun more effective and impactful meetings Communication Theory, conflict resolution, Meeting, Public Speaking Introduction to Virtual Teams and Virtual Communication, Virtual Meetings: Boring to Awesome, Influence, Power and Questioning Strategies in Virtual Collaboration, Speaking and Presenting in a virtual context Social Sciences",Communication Strategies for a Virtual Age
The Harder Side of Science Communication ,"Describe the field of the learning sciences.Describe and compare different theoretical frameworks for explaining human learning.Explain the relationship between cognitive biases and why people fall for mis/disinformation.Describe the process of motivational interviewing and its utility in science communication.  Psychology, SciComm, Learning Engineering, Science Education, Learning Sciences Introduction to the Learning Sciences, Introduction to Learning Theories, Cognitive Biases and Science Communication,  Learning Engineering Social Sciences",0.0,6.0,Beginner,Coursera,"Describe the field of the learning sciences.Describe and compare different theoretical frameworks for explaining human learning.Explain the relationship between cognitive biases and why people fall for mis/disinformation.Describe the process of motivational interviewing and its utility in science communication.  Psychology, SciComm, Learning Engineering, Science Education, Learning Sciences Introduction to the Learning Sciences, Introduction to Learning Theories, Cognitive Biases and Science Communication,  Learning Engineering Social Sciences",The Harder Side of Science Communication 
Microsoft 365 Fundamentals Specialization,"You will learn how to work more collaboratively and more effectively using a suite of productivity-enhancing applications. Create and edit a workbook with multiple sheets, Create and manage presentations, Describe the apps and services available in a Microsoft 365 subscription, Represent data visually, Create and maintain professional looking documents Work Smarter with Microsoft Word, Work Smarter with Microsoft Excel, Work Smarter with Microsoft PowerPoint Social Sciences",4.7,80.0,Beginner,Coursera,"You will learn how to work more collaboratively and more effectively using a suite of productivity-enhancing applications. Create and edit a workbook with multiple sheets, Create and manage presentations, Describe the apps and services available in a Microsoft 365 subscription, Represent data visually, Create and maintain professional looking documents Work Smarter with Microsoft Word, Work Smarter with Microsoft Excel, Work Smarter with Microsoft PowerPoint Social Sciences",Microsoft 365 Fundamentals Specialization
Human Resources Analytics,"Not specified Data Analysis, HR Lifecycle, Strategic Mindset, Human Resources Best Practices HR Metrics Life Cycle , Staffing, Training and Compensation, Employee Relations and the Overall Human Resources Organization, Building Your Case and Creating Action Social Sciences",4.6,5.0,Not applicable,Coursera,"Not specified Data Analysis, HR Lifecycle, Strategic Mindset, Human Resources Best Practices HR Metrics Life Cycle , Staffing, Training and Compensation, Employee Relations and the Overall Human Resources Organization, Building Your Case and Creating Action Social Sciences",Human Resources Analytics
AI for Good Specialization,"Master a step-by-step framework for the development of AI projects.Explore real-world case studies related to public health, climate change, and disaster management.Analyze data and build AI models for projects focused on air quality, wind energy, biodiversity monitoring, and disaster management. Topic Model, Biodiversity Monitoring, Computer Vision, Time Series, Air Quality Monitoring, Damage Assessment, AI for Good project framework, Supervised Learning, Exploratory Data Analysis, Natural Language Processing, Jupyter notebooks, Wind Power Generation Modeling AI and Public Health, AI and Climate Change, AI and Disaster Management Social Sciences",4.8,20.0,Beginner,Coursera,"Master a step-by-step framework for the development of AI projects.Explore real-world case studies related to public health, climate change, and disaster management.Analyze data and build AI models for projects focused on air quality, wind energy, biodiversity monitoring, and disaster management. Topic Model, Biodiversity Monitoring, Computer Vision, Time Series, Air Quality Monitoring, Damage Assessment, AI for Good project framework, Supervised Learning, Exploratory Data Analysis, Natural Language Processing, Jupyter notebooks, Wind Power Generation Modeling AI and Public Health, AI and Climate Change, AI and Disaster Management Social Sciences",AI for Good Specialization
Cómo hacer una tesis,"Not specified Not specified Conoce qué es una tesis, ¿Con melón o con sandía?, La importancia del lenguaje académico, Protocolo de investigación ¿Qué es eso?, Construyamos la hipótesis, Llegó la hora de la verdad: Escribiendo mi tesis, parte 1, Escribiendo mi tesis, parte 2, ¿Ahora qué sigue? Social Sciences",4.8,10.0,Beginner,Coursera,"Not specified Not specified Know what a thesis is, With melon or with watermelon?, The importance of academic language, Research protocol What is that?, Let's build the hypothesis, The time has come for the truth: Writing my thesis, part 1, Writing my thesis, part 2, What comes next? Social Sciences",How to write a thesis
Meta Marketing Analytics Professional Certificate,"Collect, sort, evaluate, and visualize marketing dataSummarize and analyze data using marketing analytics methodsDesign experiments and test hypotheses to evaluate advertising effectivenessUse Meta Ads Manager to run tests, learn what works, and optimize ad performance  Statistics for Marketing, Performance marketing, Data Analysis, Advertising Effectiveness Evaluation, Marketing Mix Optimization Marketing Analytics Foundation, Introduction to Data Analytics, Data Analysis with Spreadsheets and SQL, Python Data Analytics, Statistics for Marketing, Data Analytics Methods for Marketing, Marketing Analytics with Meta, Meta Marketing Science Certification Exam Social Sciences",4.7,280.0,Beginner,Coursera,"Collect, sort, evaluate, and visualize marketing data. Summarize and analyze data using marketing analytics methods. Design experiments and test hypotheses to evaluate advertising effectiveness. Use Meta Ads Manager to run tests, learn what works, and optimize ad performance. Statistics for Marketing, Performance marketing, Data Analysis, Advertising Effectiveness Evaluation, Marketing Mix Optimization. Marketing Analytics Foundation, Introduction to Data Analytics, Data Analysis with Spreadsheets and SQL, Python Data Analytics, Statistics for Marketing, Data Analytics Methods for Marketing, Marketing Analytics with Meta, Meta Marketing Science Certification Exam. Social Sciences.",Meta Marketing Analytics Professional Certificate
Data Science at Scale Specialization,"Not specified Python Programming, SQL, R Programming, Mapreduce Data Manipulation at Scale: Systems and Algorithms, Practical Predictive Analytics: Models and Methods, Communicating Data Science Results, Data Science at Scale - Capstone Project Social Sciences",4.1,40.0,Intermediate,Coursera,"No especificado Programación en Python, SQL, Programación en R, Manipulación de datos Mapreduce a gran escala: Sistemas y algoritmos, Análisis predictivo práctico: Modelos y métodos, Comunicación de resultados de ciencia de datos, Ciencia de datos a gran escala - Proyecto final Ciencias Sociales",Data Science at Scale Specialization
Communication Skills for University Success,"Not specified Not specified  Introduction to Communication in Academic Culture ,  Participating in University Discussion Contexts , Interpreting, Researching & Planning Written Assignments, Writing Effective & Concise Written Assignments, Giving Persuasive & Engaging Presentations , Summative Assignment Social Sciences",4.9,26.0,Beginner,Coursera,The text is already in English.,Communication Skills for University Success
"The Sustainable Development Goals – A global, transdisciplinary vision for the future","Not specified Not specified Sustainable Development as a Global Goal, Managing human impacts on the natural world , Social sustainability and the way forward Social Sciences",4.8,10.0,Beginner,Coursera,"No especificado No especificado Desarrollo Sostenible como un Objetivo Global, Gestionando los impactos humanos en el mundo natural, Sostenibilidad social y el camino a seguir Ciencias Sociales

Not specified Not specified Sustainable Development as a Global Goal, Managing human impacts on the natural world, Social sustainability and the way forward Social Sciences","The Sustainable Development Goals – A global, transdisciplinary vision for the future"
Educación Social: Ámbitos de acción y reflexión,"Not specified Not specified Educación social: ámbitos de acción y reflexión, Pedagogía social y educación social en las sociedades complejas, Infancia y adolescencia, El ámbito de la juventud, Intervenciones socioeducativas con personas adultas, Educación sociocomunitaria, Ámbitos transversales y emergentes Social Sciences",4.6,11.0,Beginner,Coursera,"Social education: areas of action and reflection, social pedagogy and social education in complex societies, childhood and adolescence, the field of youth, socio-educational interventions with adults, sociocommunity education, transversal and emerging areas Social Sciences.",Social Education: Areas of action and reflection
African development – from the past to the present,"Appreciate the historical poltical-economical conditions having shaped current day Sub-Saharan Africa.A primer into approaching economical development from an economical-historical point of departure. Not specified Introduction, The pre-colonial era, The colonial era, The independence era - booms and busts, Africa’s current challenges and opportunities Social Sciences",4.0,27.0,Beginner,Coursera,"Appreciate the historical poltical-economical conditions having shaped current day Sub-Saharan Africa.A primer into approaching economical development from an economical-historical point of departure. Not specified Introduction, The pre-colonial era, The colonial era, The independence era - booms and busts, Africa’s current challenges and opportunities Social Sciences",African development – from the past to the present
Econometria Básica Aplicada,"Not specified Not specified Causalidade vs. Correlação e revisão de estatística, Modelo de regressão linear simples, Modelo de regressão linear múltipla, Especificação dos modelos, Inferência estatística, Heterocedasticidade e Autocorrelação Social Sciences",4.5,7.0,Intermediate,Coursera,"Not specified Not specified Causality vs. Correlation and review of statistics, Simple linear regression model, Multiple linear regression model, Model specification, Statistical inference, Heteroscedasticity and Autocorrelation Social Sciences",Basic Applied Econometrics
Professional Skills for the Workplace Specialization,"Not specified Resiliency, Problem Solving, Growth Strategies, Emotional Intelligence, Adaptability Emotional and Social Intelligence, Critical Thinking Skills for the Professional, The Growth Mindset, Adaptability and Resiliency Social Sciences",4.7,40.0,Beginner,Coursera,"Not specified Resiliency, Problem Solving, Growth Strategies, Emotional Intelligence, Adaptability Emotional and Social Intelligence, Critical Thinking Skills for the Professional, The Growth Mindset, Adaptability and Resiliency Social Sciences",Professional Skills for the Workplace Specialization
"Literacy Teaching and Learning: Aims, Approaches and Pedagogies","Not specified Not specified The Aims of Literacy , Theory and Practice of Literacies Learning and Teaching, Didactic + Authentic Approaches to Literacy, Functional + Critical Approaches to Literacy Social Sciences",4.5,16.0,Beginner,Coursera,The text is already in English.,"Literacy Teaching and Learning: Aims, Approaches and Pedagogies"
How to make invitations using Canva,"Learn all of the basic tools that Canva offers.Learn how to make invitations on Canva  Event Management, Computer Programming, Canva, Design And Product, Graphic Design Learn step-by-step Social Sciences",4.6,2.0,Beginner,Coursera,"Learn all of the basic tools that Canva offers.Learn how to make invitations on Canva  Event Management, Computer Programming, Canva, Design And Product, Graphic Design Learn step-by-step Social Sciences",How to make invitations using Canva
"Teacher SEL: Programs, Possibilities, and Contexts","Describe the purposes, practices and rationales for mindfulness programs for teachersDescribe with the purposes, practices, and rationales for Center for Courage and Renewal programs for teachersExamine narrative as a means of exploring complex responses to students and one’s self in teaching and their origins Not specified Mindfulness in teaching, Center for Courage and Renewal programs for teacher and community well-being, ""The role of narrative in teachers social and emotional learning"", Parents, families, and communities: Social and emotional learning in context Social Sciences",4.7,14.0,Expert,Coursera,The text is already in English.,"Teacher SEL: Programs, Possibilities, and Contexts"
Fractal Data Science  Professional Certificate," Apply structured problem-solving techniques to dissect and address complex data-related challenges encountered in real-world scenarios.   Utilize SQL proficiency to retrieve, manipulate data and employ data visualization skills using Power BI to communicate insights.Apply Python expertise for data manipulation, analysis and implement machine learning algorithms to create predictive models for applications.Create compelling data stories to influence your audience and master the art of critically analyzing data while making decisions and recommendations. Decision-Making, Python Programming, Problem Solving, Machine Learning, Data storytelling, SQL, power bi Structured Approach to Problem Solving, Data Analysis Using SQL, Insights of Power BI, Python for Data Science, Human Decision Making and its Biases, Foundations of Machine Learning , Advanced Machine Learning Algorithms, Data Storytelling Social Sciences",4.4,200.0,Beginner,Coursera,"Apply structured problem-solving techniques to dissect and address complex data-related challenges encountered in real-world scenarios. Utilize SQL proficiency to retrieve, manipulate data and employ data visualization skills using Power BI to communicate insights. Apply Python expertise for data manipulation, analysis and implement machine learning algorithms to create predictive models for applications. Create compelling data stories to influence your audience and master the art of critically analyzing data while making decisions and recommendations. Decision-Making, Python Programming, Problem Solving, Machine Learning, Data storytelling, SQL, power bi Structured Approach to Problem Solving, Data Analysis Using SQL, Insights of Power BI, Python for Data Science, Human Decision Making and its Biases, Foundations of Machine Learning , Advanced Machine Learning Algorithms, Data Storytelling Social Sciences.",Fractal Data Science  Professional Certificate
Schizophrenia,"Not specified Psychology, Psychiatry, Psychiatric Disorders, Psychotherapy An Introduction to the Disorder, Symptom Assessment and History, Neuroanatomy and Neuroimaging, Psychological Science, Intervention Social Sciences",4.8,5.0,Intermediate,Coursera,"Not specified Psychology, Psychiatry, Psychiatric Disorders, Psychotherapy An Introduction to the Disorder, Symptom Assessment and History, Neuroanatomy and Neuroimaging, Psychological Science, Intervention Social Sciences",Schizophrenia
Business Writing,"Write clearly and effectively. Grammar, Communication, Business Writing, Writing Building Great Business Writing, The Formula for Writing Success, Crafting Powerful Writing, Activate Your Voice! Social Sciences",4.8,12.0,Beginner,Coursera,"Write clearly and effectively. Grammar, Communication, Business Writing, Writing Building Great Business Writing, The Formula for Writing Success, Crafting Powerful Writing, Activate Your Voice! Social Sciences",Business Writing
Take Action: From Protest to Policy,"Not specified Justice, Social Media, American Law, Stakeholder Analysis, Environmental Protection Introduction, Use the Courts, Communicate across Platforms, Connect to Power, Work Locally, Putting it All Together: Final Paper on Your Plan for Turning Protest into Policy Social Sciences",0.0,33.0,Beginner,Coursera,"Not specified Justice, Social Media, American Law, Stakeholder Analysis, Environmental Protection Introduction, Use the Courts, Communicate across Platforms, Connect to Power, Work Locally, Putting it All Together: Final Paper on Your Plan for Turning Protest into Policy Social Sciences",Take Action: From Protest to Policy
"Learning, Knowledge, and Human Development ","Not specified Not specified COURSE ORIENTATION + Foundations of Educational Psychology, Brain Developmentalism and Social Cognitivism, Social and Emotional Conditions of Learning and Student Development, Productive Struggle in Learning  and Quantitative Psychology Social Sciences",4.6,9.0,Beginner,Coursera,"Not specified Not specified COURSE ORIENTATION + Foundations of Educational Psychology, Brain Developmentalism and Social Cognitivism, Social and Emotional Conditions of Learning and Student Development, Productive Struggle in Learning  and Quantitative Psychology Social Sciences","Learning, Knowledge, and Human Development "
ICT in Primary Education: Transforming children's learning across the curriculum,"Not specified Not specified ICT and the 21st Century Primary School, How does ICT make a difference?, Pedagogical changes achievable through ICT, Technology opportunities ,  Inspiring examples and implementation concerns, Making ICT work Social Sciences",4.6,21.0,Beginner,Coursera,The text is already in English.,ICT in Primary Education: Transforming children's learning across the curriculum
Understanding economic policymaking,"Master macroeconomic indicators, fiscal policy, and real-world deficits, debts, and monetary policy.Explore exchange-rate and structural policies, policy interactions, and policy challenges in leading economies.Analyze quantitative easing, austerity policies, ""Abenomics,"" and policymakers' pursuit of growth. Run a country simulation. Not specified Macroeconomy Overview, The Fiscal Policy Tool, Deficits, Debts, Myths and Realities, Monetary Policy, Combining Policies and Other Policy Tools, Policymaking in the Wake of the Financial Crisis, CAPSTONE Social Sciences",4.8,17.0,Beginner,Coursera,"Mastering macroeconomic indicators, fiscal policy, and real-world deficits, debts, and monetary policy. Exploring exchange-rate and structural policies, policy interactions, and policy challenges in leading economies. Analyzing quantitative easing, austerity policies, ""Abenomics,"" and policymakers' pursuit of growth. Running a country simulation. Overview of Macroeconomy, The Fiscal Policy Tool, Deficits, Debts, Myths and Realities, Monetary Policy, Combining Policies and Other Policy Tools, Policymaking in the Wake of the Financial Crisis, CAPSTONE Social Sciences.",Understanding economic policymaking
刑法学总论 Criminal Law,"Not specified Not specified 第一周 刑法学概述 及 刑罚的正当性, 第二周 罪刑法定原则, 第三周 刑法的解释, 第四周 刑法的适用范围, 第五周 犯罪概念 及 犯罪构成概述, 第六周 犯罪构成的客观要件, 第七周 犯罪构成的主观方面, 第八周 犯罪主体, 第九周 排除犯罪的根据（1）, 第十周 排除犯罪的根据（2）, 第十一周  犯罪的未完成形态, 第十二周 共同犯罪, 第十三周 刑罚的概念与体系, 第十四周 量刑的概念与制度, 第十五周 数罪并罚、减刑及假释, 期末考试 Social Sciences",3.1,38.0,Intermediate,Coursera,"Not specified. Week 1: Overview of Criminal Law and Legitimacy of Punishment. Week 2: Principle of Legality in Crime and Punishment. Week 3: Interpretation of Criminal Law. Week 4: Scope of Application of Criminal Law. Week 5: Concept of Crime and Overview of Criminal Elements. Week 6: Objective Elements of Criminal Elements. Week 7: Subjective Aspects of Criminal Elements. Week 8: Criminal Subjects. Week 9: Exclusion of Crime (1). Week 10: Exclusion of Crime (2). Week 11: Incomplete Forms of Crime. Week 12: Joint Crime. Week 13: Concept and System of Punishment. Week 14: Concept and System of Sentencing. Week 15: Concurrent Sentencing, Reduction of Sentence, and Parole. Final Exam: Social Sciences.",General Principles of Criminal Law
Aprender,"Not specified Plan, Language, Scanning, The 7 Habits Of Highly Effective People Cómo aprendemos, Cómo procesamos los materiales escritos de aprendizaje, Cómo pensamos cuando pensamos, Cómo aprendemos de acuerdo a los materiales y contextos Social Sciences",4.9,9.0,Not applicable,Coursera,"Not specified Plan, Language, Scanning, The 7 Habits Of Highly Effective People Cómo aprendemos, Cómo procesamos los materiales escritos de aprendizaje, Cómo pensamos cuando pensamos, Cómo aprendemos de acuerdo a los materiales y contextos Social Sciences",Learn
University Teaching,"Not specified Teaching, Management, Instructional Design, Teaching Method Course Introduction, What does it look like teaching in higher education?, What does research tell us about effective teaching in higher education?, How shall we go about curriculum and instructional design?, What pedagogical options can we find from successful examples? – An instructional toolbox, How to design effective assessment?, How to provide constructive and high-impact feedback? Social Sciences",4.8,17.0,Beginner,Coursera,The text is already in English.,University Teaching
