Course Title,Course Info,Course Rating,Course Duration,Course Level,Source,Course Info Translate,Course Title Translate
口腔种植学 （Implant Dentistry）,"Not specified Not specified 种植牙，生物学基础，技术工艺\t \t \t \t \t \t \t \t \t \t \t \t \t \t \t, 种植牙和患者, 种植牙手术, 种植牙的修复, 种植牙的术后、未来的发展 Health",4.9,25.0,Intermediate,Coursera,"Not specified, not specified, dental implants, biological basis, technical process, dental implants and patients, dental implant surgery, restoration of dental implants, postoperative care of dental implants, future development of dental implants, health.",Implant Dentistry
 Prehospital care of acute stroke and patient selection for endovascular treatment using the RACE scale,"Not specified Not specified Introduction, Stroke and treatment options, THE STROKE CODE, THE RACE SCALE Health",4.8,12.0,Intermediate,Coursera,"No especificado No especificado Introducción, Accidente cerebrovascular y opciones de tratamiento, EL CÓDIGO DE ACCIDENTE CEREBROVASCULAR, LA ESCALA DE RACE Salud", Prehospital care of acute stroke and patient selection for endovascular treatment using the RACE scale
Translating Research to Communities ,"Understand concepts of population health research and the ethical use of data science to drive advances in human health.Understand the importance of involving communities in research.Explore models of community inclusion in conducting research and in sharing research findings, including contemporary public health examples. healthcare, Research, Translational science Week 1 , Week 2, Week 3 Health",0.0,7.0,Beginner,Coursera,"Understand concepts of population health research and the ethical use of data science to drive advances in human health.Understand the importance of involving communities in research.Explore models of community inclusion in conducting research and in sharing research findings, including contemporary public health examples. healthcare, Research, Translational science Week 1 , Week 2, Week 3 Health",Translating Research to Communities 
Cómo captar talento en la era de la digitalización,"Not specified Not specified Cómo captar talento en la era de la digitalización, Primeros pasos, Reclutamiento, Entrevista de selección, Onboarding Health",0.0,7.0,Beginner,Coursera,"Not specified Not specified How to attract talent in the era of digitalization, First steps, Recruitment, Selection interview, Onboarding Health",How to attract talent in the era of digitalization
Integrated Analysis in Systems Biology,"Not specified Not specified General Features of Systems Biology Studies, Issues of Reproducibility in Systems Biology, Introduction to Research Article 2, Introduction to Research Article 3 Health",4.6,4.0,Not applicable,Coursera,This text is already in English.,Integrated Analysis in Systems Biology
Opioid Epidemic: From Evidence to Impact ,"Identify data sources for information about the opioid epidemic in the United States and explain general trends in opioid overdose deaths.Identify ways that prescription drug monitoring programs (PDMPs) can be used to reduce the supply of prescription opioids Explain why pharmacy benefit managers are relevant to opioid epidemicExplain the role of prescribing guidelines, safe storage, treatment, reducing stigma, and product design in opioid epidemic Pharmacology, Health Policy, Harm Reduction, Public Health Introduction and Data, Prescription Drug Monitoring Programs (PDMPs), Clinical Guidelines, Pharmacy Benefit Managers, Engineering Strategies, Engaging Patients and the General Public, Treating Opioid Use Disorders, Naloxone, Harm Reduction, Stigma Health",4.7,7.0,Beginner,Coursera,"Identify data sources for information about the opioid epidemic in the United States and explain general trends in opioid overdose deaths.Identify ways that prescription drug monitoring programs (PDMPs) can be used to reduce the supply of prescription opioids Explain why pharmacy benefit managers are relevant to opioid epidemicExplain the role of prescribing guidelines, safe storage, treatment, reducing stigma, and product design in opioid epidemic Pharmacology, Health Policy, Harm Reduction, Public Health Introduction and Data, Prescription Drug Monitoring Programs (PDMPs), Clinical Guidelines, Pharmacy Benefit Managers, Engineering Strategies, Engaging Patients and the General Public, Treating Opioid Use Disorders, Naloxone, Harm Reduction, Stigma Health",Opioid Epidemic: From Evidence to Impact 
Measuring and Modeling Impact in Evaluations,"Not specified Evaluation, Measurement Introduction to Measuring and Modeling Impact , Measuring Mortality and Maternal Mortality, Measuring and Modelling Mortality in Children, Nutrition, Other Impact Measures, Modeling Impact, Topics In LiST Health",0.0,14.0,Intermediate,Coursera,"Not specified Evaluation, Measurement Introduction to Measuring and Modeling Impact , Measuring Mortality and Maternal Mortality, Measuring and Modelling Mortality in Children, Nutrition, Other Impact Measures, Modeling Impact, Topics In LiST Health",Measuring and Modeling Impact in Evaluations
Manejo de Crisis Epilépticas y Promoción de la Inclusión Social,"Not specified crisis epilepsia, automanejo epilepsia, epilepsia niños jóvenes y adultos, autocuidado epilepsia, inclusion epilepsia Módulo 1: Crisis epiléptica y ¿Qué es la epilepsia?, Módulo 2: ¿Cómo es el tratamiento de la epilepsia? Epilepsias en la adultez, Módulo 3: Epilepsias en la niñez y adolescencia; y apoyo en el entorno escolar , Módulo 4: Promover un entorno inclusivo en Epilepsia Health",4.9,14.0,Beginner,Coursera,"Not specified crisis epilepsia, automanejo epilepsia, epilepsia niños jóvenes y adultos, autocuidado epilepsia, inclusion epilepsia Módulo 1: Crisis epiléptica y ¿Qué es la epilepsia?, Módulo 2: ¿Cómo es el tratamiento de la epilepsia? Epilepsias en la adultez, Módulo 3: Epilepsias en la niñez y adolescencia; y apoyo en el entorno escolar , Módulo 4: Promover un entorno inclusivo en Epilepsia Health",Management of Epileptic Crises and Promotion of Social Inclusion
 Manejo del enfermo semicrítico y crítico por COVID-19,"Not specified Not specified ¡Bienvenido/a! Programa formativo en el manejo del paciente semicrítico y crítico por COVID-19, Unidad 01-¿Qué es la COVID-19 ?, Unidad 02 - ¿Cómo me protejo?, Unidad 03- ¿Cómo se diagnostica?, Unidad 04- Abordaje de la vía aérea, Unidad 05- Sedación y analgesia, Unidad 06- Medidas de soporte respiratorio, Unidad 07-Ventilación mecánica invasiva, Unidad 08- Abordaje de la hipoxemia refractaria, Unidad 09- Tratamiento farmacológico , Unidad 10- Complicaciones extrapulmonares, Unidad 11- Cuidados de enfermería, Unidad 12- Herramientas de comunicación, Unidad 13- Funciones ampliadas de UCI, Unidad 14- Consideraciones éticas Health",4.8,37.0,Expert,Coursera,"Not specified Welcome! Training program in the management of semi-critical and critical COVID-19 patients, Unit 01- What is COVID-19?, Unit 02 - How do I protect myself?, Unit 03- How is it diagnosed?, Unit 04- Airway management, Unit 05- Sedation and analgesia, Unit 06- Respiratory support measures, Unit 07- Invasive mechanical ventilation, Unit 08- Approach to refractory hypoxemia, Unit 09- Pharmacological treatment, Unit 10- Extrapulmonary complications, Unit 11- Nursing care, Unit 12- Communication tools, Unit 13- Expanded functions of ICU, Unit 14- Ethical considerations.",Management of the semi-critical and critical patient with COVID-19
Helping Families Avoid Negative Court Involvement Teach-Out,"Not specified Communication, Law, safety What is Preventative Law?, Thinking Preventatively, Applying Preventative Law to Family Law: Anticipatory Planning Health",0.0,3.0,Beginner,Coursera,"Not specified Communication, Law, safety What is Preventative Law?, Thinking Preventatively, Applying Preventative Law to Family Law: Anticipatory Planning Health",Helping Families Avoid Negative Court Involvement Teach-Out
Molecular Tumor Board 2021-22 ,"Not specified Not specified Thoracic Tumor - Somatic and germinal, both are deletions by Dr. Lucio Ghiglione, Learning from failures by Dr. Helena Oliveres, Selecting patients for PARPis in Ovarian Cancer: ¿How can we best indentify them? by Dr. Lydia Gaba, Intrinsic Subtypes and Therapeutic Decision-Making in HR+HER2-negative Metastatic Breast Cancer by Dr. Francesco Schettini, DNA repair and clinical evolutiol of metastatic prostate cancer by Dr. Caterina Aversa, Change in phenotype and somatic BRCA1 mutation in a patient with advanced breast cancer by Dr. Barbara Adamo, Done right, went wrong by Dr. Victor Albarran, Can be guided treatment strategy without somatic molecular profile? by Dr. Juan Carlos Laguna, Precision medicine in non-melanoma skin cancer by Dr. Elia Segui, Unexpected response in a rare tumor by Dr. David Pesantez, Mejorando la supervivencia en cáncer de mama mestatásico by Dr. Maria Vidal, Beyond BRCA1 and 2 in ovarian cancer by Dr. Adela Rodríguez, ""Not everything is what it seems to be”... The correct interpretation of tumor molecular studies and the importance of a multidisciplinar approach Dr. Belen Pastor, Never too late to think twice by Dr. Marta García de Herreros, Do we have predictive biomarkers in urothelial carcinoma (UC) beyond FGFR alterations? by Dr. Oscar Reig, Agnostic Biomarker in solid tumors by Dr. Laura Angelats, What acral melanoma hides by Dr. Roberto Martín, Molecular Family by Dr. Roxana Reyes,  Is there any rol for precision medicine in rare pacreatic cancer? by Dr. Francis Espósito, Beyond the classical EGFR resistance mechanisms by Teresa Gorria, Breast cancer: Beyond intrinsic subtypes by Raquel Gómez, Intrahepatic cholangiocarcinoma: beyond chemotherapy by Dr. Iván Victoria, Exploiting genomics in serous endometrial cancer by Lydia Gaba, Beyond classical BRAF mutations in melanoma by Dr. Marta García de Herreros, Can we talk about Precision Immuno-Oncology in HR+ HER2- Breast Cancer? by Elia Seguí, Brain tumor by Estela Pineda Health",0.0,35.0,Intermediate,Coursera,"Not specified Not specified Thoracic Tumor - Somatic and germinal, both are deletions by Dr. Lucio Ghiglione, Learning from failures by Dr. Helena Oliveres, Selecting patients for PARPis in Ovarian Cancer: ¿How can we best indentify them? by Dr. Lydia Gaba, Intrinsic Subtypes and Therapeutic Decision-Making in HR+HER2-negative Metastatic Breast Cancer by Dr. Francesco Schettini, DNA repair and clinical evolutiol of metastatic prostate cancer by Dr. Caterina Aversa, Change in phenotype and somatic BRCA1 mutation in a patient with advanced breast cancer by Dr. Barbara Adamo, Done right, went wrong by Dr. Victor Albarran, Can be guided treatment strategy without somatic molecular profile? by Dr. Juan Carlos Laguna, Precision medicine in non-melanoma skin cancer by Dr. Elia Segui, Unexpected response in a rare tumor by Dr. David Pesantez, Mejorando la supervivencia en cáncer de mama mestatásico by Dr. Maria Vidal, Beyond BRCA1 and 2 in ovarian cancer by Dr. Adela Rodríguez, ""Not everything is what it seems to be”... The correct interpretation of tumor molecular studies and the importance of a multidisciplinar approach Dr. Belen Pastor, Never too late to think twice by Dr. Marta García de Herreros, Do we have predictive biomarkers in urothelial carcinoma (UC) beyond FGFR alterations? by Dr. Oscar Reig, Agnostic Biomarker in solid tumors by Dr. Laura Angelats, What acral melanoma hides by Dr. Roberto Martín, Molecular Family by Dr. Roxana Reyes,  Is there any rol for precision medicine in rare pacreatic cancer? by Dr. Francis Espósito, Beyond the classical EGFR resistance mechanisms by Teresa Gorria, Breast cancer: Beyond intrinsic subtypes by Raquel Gómez, Intrahepatic cholangiocarcinoma: beyond chemotherapy by Dr. Iván Victoria, Exploiting genomics in serous endometrial cancer by Lydia Gaba, Beyond classical BRAF mutations in melanoma by Dr. Marta García de Herreros, Can we talk about Precision Immuno-Oncology in HR+ HER2- Breast Cancer? by Elia Seguí, Brain tumor by Estela Pineda Health",Molecular Tumor Board 2021-22 
Strategies for Senior Housing Communities during COVID-19,"Develop emergency preparedness plans related to COVID-19 policies, practices and proceduresEmploy effective COVID-related infection prevention strategies and communication methodsUnderstand regulations around managing occupancy, community access, and behaviorIdentify methods for promoting staff and resident well-being during COVID-19 infection prevention, Emergency Management, Housing Operations, Well-being Promotion COVID-19 Background and Senior Housing Challenges, Infection Prevention, Senior Housing Operations, Promoting Mental Health and Well-being, Health Department Partnerships & Vaccination Guidance, Final Assessment Health",4.8,10.0,Beginner,Coursera,"Develop emergency preparedness plans related to COVID-19 policies, practices and proceduresEmploy effective COVID-related infection prevention strategies and communication methodsUnderstand regulations around managing occupancy, community access, and behaviorIdentify methods for promoting staff and resident well-being during COVID-19 infection prevention, Emergency Management, Housing Operations, Well-being Promotion COVID-19 Background and Senior Housing Challenges, Infection Prevention, Senior Housing Operations, Promoting Mental Health and Well-being, Health Department Partnerships & Vaccination Guidance, Final Assessment Health",Estrategias para comunidades de viviendas para personas mayores durante COVID-19
Specialty Topics: Biology Across Disciplines,"Describe how biology as a field interfaces with other fields, in particular the arts, business and psychology. Explain how we use evidence to make decisions and why this is important to consider when promoting science literacy. Not specified The Arts and Biology, The Business of Biology , Tiny Humans: An Exposé at the Intersection of Psychology and Biology, Making Decisions Using Biological Evidence, Biology, Psychology, and Education  Health",4.5,12.0,Beginner,Coursera,"Biology intersects with other fields such as the arts, business, and psychology. We use evidence to make decisions, which is crucial for promoting science literacy. Topics include the relationship between biology and the arts, the business aspects of biology, the intersection of psychology and biology in understanding human behavior, and the importance of using biological evidence to make decisions in various fields such as health, education, and psychology.",Specialty Topics: Biology Across Disciplines
Family Spirit Nurture,"How to have meaningful discussions with families to positively impact healthy infant feeding and growth.The importance of sugar moderation in the first year of life and beyond. Responsive Feeding for Infants, Motivational Interviewing for nutrition, Basic nutrition knowledge, Breastfeeding promotion, Connecting to Indigenous foods and Native foodways Promoting Healthy Nutrition for Infants and Families, Brief Nutrition Basics, Infant Nutrition, I Am Me! Baby Personalities Health",0.0,6.0,Beginner,Coursera,"How to have meaningful discussions with families to positively impact healthy infant feeding and growth.The importance of sugar moderation in the first year of life and beyond. Responsive Feeding for Infants, Motivational Interviewing for nutrition, Basic nutrition knowledge, Breastfeeding promotion, Connecting to Indigenous foods and Native foodways Promoting Healthy Nutrition for Infants and Families, Brief Nutrition Basics, Infant Nutrition, I Am Me! Baby Personalities Health",Family Spirit Nurture
Sensory Science: Measuring the Senses,"Not specified Not specified The Senses and the Brain, Scaling, Measurements, Discrimination Theory and Testing Methods Health",0.0,11.0,Beginner,Coursera,The text is already in English.,Sensory Science: Measuring the Senses
Nursing Research: Principles and Methods(护理研究：基本原理与方法),"Not specified Not specified Chapter 1 Research Question Identification, Chapter 2 Literature Search and Review, Chapter 3 Research Protocol Design, Chapter 4 Participant Selection, Chapter 5 Data Collection, Chapter 6 Research Proposal and Ethics Review, Chapter 7 Manuscript Writing and Submission, Chapter 8 Progress in Nursing Research Methods, peer review Health",0.0,9.0,Intermediate,Coursera,"Chapter 1: Research Question Identification
Chapter 2: Literature Search and Review
Chapter 3: Research Protocol Design
Chapter 4: Participant Selection
Chapter 5: Data Collection
Chapter 6: Research Proposal and Ethics Review
Chapter 7: Manuscript Writing and Submission
Chapter 8: Progress in Nursing Research Methods, peer review Health",Nursing Research: Principles and Methods
Las organizaciones en el siglo XXI y su relevancia social,"Not specified Not specified Las organizaciones en el siglo XXI y su relevancia social, Definición y análisis del fenómeno organizacional y presentación de las relaciones de poder como primer elemento analítico, Relaciones de poder y dimensión política en las organizaciones, Ética y conflicto en las organizaciones, ¿Qué son los lívings labs? Health",0.0,8.0,Beginner,Coursera,"Not specified Not specified Organizations in the 21st century and their social relevance, Definition and analysis of the organizational phenomenon and presentation of power relations as the first analytical element, Power relations and political dimension in organizations, Ethics and conflict in organizations, What are living labs? Health",Organizations in the 21st century and their social relevance
Competencias clave para profesionales de Recursos Humanos,"Not specified Not specified Competencias clave para profesionales de Recursos Humanos, Resiliencia, Liderazgo, Futuro del trabajo, Trabajo remoto Health",0.0,9.0,Beginner,Coursera,"Key competencies for Human Resources professionals, Resilience, Leadership, Future of work, Remote work, Health.",Key competencies for Human Resources professionals
Bioinformatics Capstone: Big Data in Biology,"Not specified Not specified Assembly and Annotation of the SARS-CoV-2 Genome, Variant Detection and Classification of SARS-CoV-2, SARS-CoV-2 Spike Protein Structure Analysis Health",3.8,12.0,Intermediate,Coursera,The text is already in English.,Bioinformatics Capstone: Big Data in Biology
Competencias en Telesalud para el profesional de la salud,"Not specified Observación, Trabajo en Equipo, diagnóstico, Liderazgo, Análisis Tema 1. Habilidades blandas y competencias para comunicación en entornos virtuales y a distancia, Tema 2. El trabajo interdisciplinario en la atención clínica, Tema 3. Tecnología como facilitador de la teleatención, Tema 4. Integración del personal en formación en la atención por telesalud Health",4.3,27.0,Beginner,Coursera,"Not specified Observation, Teamwork, Diagnosis, Leadership, Analysis Topic 1. Soft skills and competencies for communication in virtual and remote environments, Topic 2. Interdisciplinary work in clinical care, Topic 3. Technology as a facilitator of telehealth care, Topic 4. Integration of personnel in training in telehealth care.",Telehealth competencies for healthcare professionals
Intro to Managing Ethics in the Workplace & Marketplace," Evaluate situations, issues, or questions making judgements on what constitutes an ethical problem Assign ethical problems into categories that allow one to approach the problem using standard tools and techniques Use ethics to help set business and management priorities in healthcare Critical Thinking, Decision-Making, analysis, Ethics, Ethics in Healthcare Module 1 — The Foundation of Ethics, Module 2 — The Triad of Vision, Mission, and Strategy, Module 3 — Conflicting Interests, Module 4 — Ethics and Patient Safety Health",0.0,15.0,Beginner,Coursera," Evaluate situations, issues, or questions making judgements on what constitutes an ethical problem Assign ethical problems into categories that allow one to approach the problem using standard tools and techniques Use ethics to help set business and management priorities in healthcare Critical Thinking, Decision-Making, analysis, Ethics, Ethics in Healthcare Module 1 — The Foundation of Ethics, Module 2 — The Triad of Vision, Mission, and Strategy, Module 3 — Conflicting Interests, Module 4 — Ethics and Patient Safety Health",Intro to Managing Ethics in the Workplace & Marketplace
Leadership in Interprofessional Informatics ,"Not specified Leadership Dynamics, Professional Development The Who What When Where and Why of Leadership in Interprofessional Informatics, Team Fundamentals, Team Evolution and Dynamics, Theory of Collective Impact for Interprofessional Informatics Leadership Success, The Future of Interprofessional Informatics Leadership, Building Your Nursing Informatics Leadership Portfolio Health",4.4,27.0,Intermediate,Coursera,"This text discusses various aspects of leadership in interprofessional informatics, including team fundamentals, team evolution and dynamics, and the theory of collective impact for leadership success. It also covers the future of interprofessional informatics leadership and building a nursing informatics leadership portfolio.",Leadership in Interprofessional Informatics 
生命科学发展史,"Not specified Not specified 第一章 绪论, 第二章 人类起源和发展, 第三章：从古代哲学到近代科学, 第四章 生物的分类和演化, 第五章：人体生理学：人类的自我认识, 第六章：走近微生物世界, 第七章：从细胞学说到胚胎发育, 第八章：生命是什么？从孟德尔的豌豆说起, 第九章：生物组学：不再钓鱼，而是捞鱼!, 第十章：课程总结 Health",4.4,22.0,Not applicable,Coursera,"Chapter One: Introduction, Chapter Two: The Origin and Development of Humanity, Chapter Three: From Ancient Philosophy to Modern Science, Chapter Four: Classification and Evolution of Biology, Chapter Five: Human Physiology: Self-awareness of Humanity, Chapter Six: Approaching the Microbial World, Chapter Seven: From Cell Theory to Embryonic Development, Chapter Eight: What is Life? Starting from Mendel's Peas, Chapter Nine: Genomics: No Longer Fishing, but Catching Fish!, Chapter Ten: Course Summary Health",History of the development of life sciences
Responsible Reporting on Suicide for Journalists,"Not specified Public Health, Journalism Suicide as a Global Public Health Issue, How Media Reports Can Affect Suicide Trends, Applying Suicide Reporting Guidelines in the Field Health",0.0,7.0,Beginner,Coursera,"Not specified Public Health, Journalism Suicide as a Global Public Health Issue, How Media Reports Can Affect Suicide Trends, Applying Suicide Reporting Guidelines in the Field Health",Responsible Reporting on Suicide for Journalists
의료 서비스를 위한 시스템공학의 기초,"의료 서비스 공급에 필요한 사항의 기준치를 만들고 시스템공학 접근법이 어떻게, 왜 대부분의 필요 사항을 해결할 수 있는지 알아봅니다.다양한 시스템 유형과 특성을 예시와 함께 보여드립니다. 시스템공학 접근법을 설명하고 이 접근법으로 의료 서비스 시스템의 문제점을 해결할 수 있는 방법을 개념화합니다.의료 서비스 시스템부터 시스템 유형을 기술하고 묘사해, 예시와 함께 시스템공학식 문제 해결을 시작합니다.  Not specified 의료 서비스 동인, 시스템 유형, 시스템공학 접근법, 의료 서비스 시스템공학 접근법 활용 Health",0.0,5.0,Not applicable,Coursera,"We will establish standards for the necessary requirements for the supply of medical services and explore how and why the systems engineering approach can address most of these requirements. We will demonstrate various types and characteristics of systems with examples. We will explain the systems engineering approach and conceptualize how this approach can solve problems in medical service systems. Starting from describing and illustrating system types in medical service systems, we will begin solving problems using the systems engineering approach with examples. Not specified Health, system types, systems engineering approach, utilization of systems engineering approach in medical service systems.",Fundamentals of systems engineering for medical services
